customer_id,company_name,tier,industry,country,signup_date,subscription_id,plan_type,billing_cycle,mrr,seats_purchased,start_date,end_date,status,churn_reason,license_utilization_rate,feature_adoption_score,weekly_active_days,api_calls_monthly,last_active_days_ago,total_tickets,avg_resolution_time_hrs,escalated_tickets_count,csat_score,churn_label
CUST-10371,Quantum Stack 124,Enterprise,Healthcare,India,2024-02-23,SUB-20371,Enterprise Plus,Monthly,12842.98,121,2024-02-23,,Active,,0.649,45,4,8907,4,2,18.1,0,4.7,0
CUST-10372,Nexus AI 124,Enterprise,Healthcare,United Kingdom,2024-02-23,SUB-20372,Enterprise Plus,Annual,13541.6,411,2024-02-23,,Active,,0.698,43,5,16217,7,0,4.0,0,4.7,0
CUST-10373,Vertex Scale 124,SMB,SaaS / Tech,United States,2024-02-23,SUB-20373,Growth,Monthly,585.03,18,2024-02-23,,Active,,0.303,50,4,43636,7,1,17.5,0,4.5,0
CUST-10374,Blue Systems 124,Enterprise,E-Commerce,Australia,2024-02-24,SUB-20374,Scale,Monthly,6923.84,461,2024-02-24,2025-01-02,Churned,Support / SLA Frustration,0.64,39,2,31874,7,3,62.5,1,2.2,1
CUST-10375,Apex Logic 125,Mid-Market,SaaS / Tech,United States,2024-02-24,SUB-20375,Growth,Annual,3297.38,25,2024-02-24,,Active,,0.763,71,6,21851,5,4,8.6,0,4.5,0
CUST-10376,Cloud Hub 125,SMB,E-Commerce,United States,2024-02-24,SUB-20376,Growth,Monthly,677.37,18,2024-02-24,,Active,,0.903,51,6,37088,6,3,11.0,0,4.0,0
CUST-10377,Data Pay 125,Enterprise,Healthcare,United Kingdom,2024-02-24,SUB-20377,Enterprise Plus,Annual,5301.94,432,2024-02-24,,Active,,0.801,75,4,13348,0,7,17.7,0,4.3,0
CUST-10378,Nova Works 125,SMB,Logistics & Supply Chain,Germany,2024-02-24,SUB-20378,Starter,Monthly,498.22,14,2024-02-24,,Active,,0.747,73,4,16388,14,3,10.3,0,4.2,0
CUST-10379,Pulse Security 125,Mid-Market,Fintech,Canada,2024-02-24,SUB-20379,Growth,Annual,1257.41,89,2024-02-24,,Active,,0.911,51,5,18825,6,6,17.9,0,3.9,0
CUST-10380,Stratum Analytics 125,Enterprise,Fintech,Canada,2024-02-24,SUB-20380,Scale,Monthly,7180.14,144,2024-02-24,,Active,,0.635,78,5,3925,0,5,22.3,0,4.2,0
CUST-10381,Sync Tech 125,SMB,E-Commerce,Canada,2024-02-24,SUB-20381,Starter,Annual,499.55,22,2024-02-24,2024-04-21,Churned,Support / SLA Frustration,0.829,95,5,20710,10,4,48.1,1,2.3,1
CUST-10382,Vanguard Sphere 125,SMB,Healthcare,United States,2024-02-25,SUB-20382,Starter,Monthly,368.52,8,2024-02-25,,Active,,1.0,92,5,20031,5,3,20.9,0,4.6,0
CUST-10383,Omni Labs 125,SMB,Fintech,Germany,2024-02-25,SUB-20383,Starter,Monthly,189.68,22,2024-02-25,,Active,,0.874,51,4,28058,3,10,13.4,0,4.1,0
CUST-10384,Hyper Flow 125,SMB,E-Commerce,India,2024-02-25,SUB-20384,Starter,Annual,412.62,21,2024-02-25,,Active,,0.975,100,3,12191,2,3,4.3,0,3.8,0
CUST-10385,Zenith Corp 125,SMB,E-Commerce,United States,2024-02-25,SUB-20385,Growth,Monthly,661.83,7,2024-02-25,2024-06-09,Churned,Low Adoption & License Waste,0.942,60,6,5372,24,3,18.7,0,4.8,1
CUST-10386,Quantum Stack 125,Mid-Market,Healthcare,United States,2024-02-25,SUB-20386,Scale,Monthly,2954.0,86,2024-02-25,,Active,,0.482,67,6,17839,6,7,19.3,0,4.7,0
CUST-10387,Nexus AI 125,Mid-Market,Cybersecurity,Australia,2024-02-25,SUB-20387,Growth,Monthly,2525.73,51,2024-02-25,,Active,,0.886,59,2,4913,2,3,19.8,0,4.1,0
CUST-10388,Vertex Scale 125,SMB,E-Commerce,Germany,2024-02-25,SUB-20388,Starter,Monthly,397.38,10,2024-02-25,,Active,,0.305,100,4,10061,0,4,16.7,0,4.8,0
CUST-10389,Blue Systems 125,SMB,Logistics & Supply Chain,India,2024-02-25,SUB-20389,Starter,Monthly,656.75,12,2024-02-25,,Active,,1.0,52,3,31225,10,5,8.0,0,5.0,0
CUST-10390,Apex Logic 126,SMB,Fintech,India,2024-02-25,SUB-20390,Growth,Annual,387.38,7,2024-02-25,,Active,,0.893,94,6,23727,0,1,7.0,0,4.7,0
CUST-10391,Cloud Hub 126,Mid-Market,E-Commerce,United Kingdom,2024-02-25,SUB-20391,Growth,Monthly,2661.7,41,2024-02-25,,Active,,0.478,100,5,45851,14,3,10.8,0,4.0,0
CUST-10392,Data Pay 126,Mid-Market,Logistics & Supply Chain,United Kingdom,2024-02-25,SUB-20392,Growth,Monthly,1405.18,26,2024-02-25,2024-07-07,Churned,Support / SLA Frustration,0.723,81,3,17231,13,3,119.1,3,2.3,1
CUST-10393,Nova Works 126,SMB,E-Commerce,United Kingdom,2024-02-25,SUB-20393,Starter,Annual,737.36,17,2024-02-25,,Active,,0.758,52,4,6098,3,2,18.2,0,4.4,0
CUST-10394,Pulse Security 126,Mid-Market,SaaS / Tech,United States,2024-02-25,SUB-20394,Growth,Annual,2561.9,31,2024-02-25,,Active,,0.574,40,2,2889,12,4,10.5,0,4.2,0
CUST-10395,Stratum Analytics 126,SMB,Healthcare,Canada,2024-02-25,SUB-20395,Growth,Monthly,235.91,16,2024-02-25,,Active,,0.449,87,6,23814,3,5,11.4,0,4.9,0
CUST-10396,Sync Tech 126,SMB,Fintech,United Kingdom,2024-02-26,SUB-20396,Starter,Annual,517.23,17,2024-02-26,,Active,,0.452,82,4,11983,3,4,13.5,0,4.2,0
CUST-10397,Vanguard Sphere 126,Mid-Market,E-Commerce,United Kingdom,2024-02-26,SUB-20397,Growth,Annual,2649.95,29,2024-02-26,,Active,,0.84,51,5,54227,0,4,5.9,0,4.5,0
CUST-10398,Omni Labs 126,SMB,Healthcare,United Kingdom,2024-02-26,SUB-20398,Starter,Monthly,532.81,22,2024-02-26,2024-12-31,Churned,Switched Tool,1.0,47,4,9529,4,3,14.9,0,3.8,1
CUST-10399,Hyper Flow 126,SMB,Logistics & Supply Chain,United States,2024-02-26,SUB-20399,Growth,Monthly,735.03,20,2024-02-26,,Active,,0.535,97,4,3795,0,6,7.5,0,4.1,0
CUST-10400,Zenith Corp 126,Enterprise,Fintech,United States,2024-02-26,SUB-20400,Enterprise Plus,Monthly,14322.36,130,2024-02-26,,Active,,0.902,63,4,55404,9,7,102.7,4,1.8,0
CUST-10401,Quantum Stack 126,SMB,Cybersecurity,United States,2024-02-26,SUB-20401,Starter,Monthly,428.48,21,2024-02-26,2024-06-11,Churned,Price / Budget Cuts,0.948,52,3,9458,1,3,10.6,0,4.8,1
CUST-10402,Nexus AI 126,SMB,Cybersecurity,United States,2024-02-26,SUB-20402,Starter,Monthly,561.12,23,2024-02-26,,Active,,0.975,100,2,39738,3,4,20.4,0,3.9,0
CUST-10403,Vertex Scale 126,SMB,Fintech,United States,2024-02-26,SUB-20403,Starter,Monthly,619.6,11,2024-02-26,,Active,,0.787,70,4,8791,3,4,18.4,0,4.2,0
CUST-10404,Blue Systems 126,Mid-Market,Healthcare,Australia,2024-02-26,SUB-20404,Growth,Annual,945.65,60,2024-02-26,,Active,,0.867,75,5,63111,3,5,7.1,0,4.6,0
CUST-10405,Apex Logic 127,SMB,Logistics & Supply Chain,United States,2024-02-27,SUB-20405,Starter,Annual,653.46,16,2024-02-27,,Active,,0.568,87,2,7561,2,5,18.1,0,4.3,0
CUST-10406,Cloud Hub 127,Mid-Market,Cybersecurity,United States,2024-02-27,SUB-20406,Scale,Annual,3303.12,90,2024-02-27,,Active,,0.744,85,4,25172,3,9,20.8,0,4.2,0
CUST-10407,Data Pay 127,Enterprise,Healthcare,United Kingdom,2024-02-27,SUB-20407,Enterprise Plus,Monthly,15905.19,392,2024-02-27,2024-08-25,Churned,Support / SLA Frustration,0.554,91,5,16877,26,5,80.1,3,1.8,1
CUST-10408,Nova Works 127,SMB,Healthcare,United Kingdom,2024-02-27,SUB-20408,Growth,Annual,290.63,6,2024-02-27,,Active,,0.501,46,3,14326,0,2,15.4,0,4.1,0
CUST-10409,Pulse Security 127,Enterprise,E-Commerce,United States,2024-02-27,SUB-20409,Scale,Annual,16386.58,195,2024-02-27,,Active,,0.49,67,3,10654,16,6,18.8,0,4.0,0
CUST-10410,Stratum Analytics 127,Mid-Market,SaaS / Tech,Canada,2024-02-27,SUB-20410,Scale,Monthly,1588.05,62,2024-02-27,,Active,,0.747,53,5,2086,18,1,14.1,0,4.1,0
CUST-10411,Sync Tech 127,SMB,Healthcare,Canada,2024-02-28,SUB-20411,Starter,Monthly,653.78,5,2024-02-28,,Active,,0.582,100,4,75955,3,5,70.4,2,2.2,0
CUST-10412,Vanguard Sphere 127,SMB,SaaS / Tech,United States,2024-02-28,SUB-20412,Growth,Monthly,171.9,18,2024-02-28,,Active,,0.879,86,7,1470,3,5,109.7,2,1.4,0
CUST-10413,Omni Labs 127,SMB,Fintech,United States,2024-02-28,SUB-20413,Starter,Annual,597.82,6,2024-02-28,2024-04-29,Churned,Price / Budget Cuts,0.846,65,6,52188,10,3,12.9,0,4.2,1
CUST-10414,Hyper Flow 127,SMB,Fintech,India,2024-02-29,SUB-20414,Starter,Annual,730.3,20,2024-02-29,,Active,,0.395,51,4,85648,7,4,5.7,0,4.7,0
CUST-10415,Zenith Corp 127,Mid-Market,Healthcare,Germany,2024-02-29,SUB-20415,Growth,Annual,1365.63,82,2024-02-29,,Active,,0.517,59,7,42190,14,3,16.2,0,4.4,0
CUST-10416,Quantum Stack 127,Mid-Market,Healthcare,Canada,2024-02-29,SUB-20416,Growth,Monthly,3632.37,75,2024-02-29,,Active,,0.634,76,1,28608,5,1,11.7,0,4.2,0
CUST-10417,Nexus AI 127,Mid-Market,Healthcare,United States,2024-02-29,SUB-20417,Growth,Annual,2284.0,70,2024-02-29,2024-12-11,Churned,Competitor Alternative,0.457,72,4,14979,0,5,10.1,0,4.1,1
CUST-10418,Vertex Scale 127,SMB,E-Commerce,United States,2024-02-29,SUB-20418,Starter,Monthly,341.33,22,2024-02-29,,Active,,0.809,16,4,12420,4,3,18.0,0,4.6,0
CUST-10419,Blue Systems 127,SMB,Healthcare,United Kingdom,2024-02-29,SUB-20419,Starter,Monthly,608.61,6,2024-02-29,,Active,,0.47,55,4,9973,0,4,100.3,2,2.7,0
CUST-10420,Apex Logic 128,SMB,Fintech,United States,2024-02-29,SUB-20420,Growth,Monthly,536.32,5,2024-02-29,,Active,,0.899,67,3,50676,10,6,51.8,3,2.6,0
CUST-10421,Cloud Hub 128,SMB,Healthcare,United States,2024-02-29,SUB-20421,Starter,Monthly,267.22,24,2024-02-29,2025-01-07,Churned,Support / SLA Frustration,0.907,50,0,8200,2,3,107.5,3,2.0,1
CUST-10422,Data Pay 128,Enterprise,Cybersecurity,United Kingdom,2024-02-29,SUB-20422,Enterprise Plus,Annual,17050.92,396,2024-02-29,,Active,,0.565,51,4,30013,8,1,48.6,0,2.6,0
CUST-10423,Nova Works 128,Mid-Market,Healthcare,United States,2024-02-29,SUB-20423,Growth,Annual,1478.34,97,2024-02-29,,Active,,0.894,50,4,13149,5,7,16.6,0,4.0,0
CUST-10424,Pulse Security 128,Enterprise,Healthcare,Canada,2024-03-01,SUB-20424,Enterprise Plus,Monthly,9177.75,444,2024-03-01,,Active,,0.997,48,4,26226,4,5,9.2,0,4.9,0
CUST-10425,Stratum Analytics 128,SMB,E-Commerce,Germany,2024-03-01,SUB-20425,Starter,Monthly,694.58,12,2024-03-01,,Active,,0.791,61,1,9166,16,5,92.4,4,2.2,0
CUST-10426,Sync Tech 128,Mid-Market,Cybersecurity,United States,2024-03-01,SUB-20426,Scale,Monthly,3513.64,48,2024-03-01,,Active,,0.822,85,4,32519,4,2,8.6,0,4.6,0
CUST-10427,Vanguard Sphere 128,SMB,Fintech,Germany,2024-03-01,SUB-20427,Starter,Monthly,610.51,12,2024-03-01,,Active,,0.796,60,3,7997,7,5,9.2,0,4.3,0
CUST-10428,Omni Labs 128,Mid-Market,SaaS / Tech,United States,2024-03-01,SUB-20428,Scale,Annual,3167.93,40,2024-03-01,2024-06-18,Churned,Support / SLA Frustration,0.786,64,4,28053,7,3,89.7,1,1.4,1
CUST-10429,Hyper Flow 128,Enterprise,SaaS / Tech,Germany,2024-03-01,SUB-20429,Scale,Annual,10571.42,308,2024-03-01,,Active,,1.0,78,3,32790,36,2,7.4,0,4.0,0
CUST-10430,Zenith Corp 128,Enterprise,E-Commerce,United States,2024-03-01,SUB-20430,Enterprise Plus,Annual,6865.57,407,2024-03-01,,Active,,0.758,79,4,85916,10,3,5.2,0,4.2,0
CUST-10431,Quantum Stack 128,SMB,Fintech,United States,2024-03-01,SUB-20431,Starter,Monthly,526.16,23,2024-03-01,,Active,,0.721,60,4,44846,1,1,88.9,1,2.3,0
CUST-10432,Nexus AI 128,SMB,SaaS / Tech,United Kingdom,2024-03-01,SUB-20432,Growth,Annual,648.29,24,2024-03-01,,Active,,0.257,95,2,48849,8,3,10.0,0,4.7,0
CUST-10433,Vertex Scale 128,Enterprise,Fintech,United States,2024-03-02,SUB-20433,Enterprise Plus,Monthly,11888.94,283,2024-03-02,2024-10-11,Churned,Support / SLA Frustration,0.465,100,4,104718,3,2,72.8,2,2.6,1
CUST-10434,Blue Systems 128,Enterprise,E-Commerce,India,2024-03-02,SUB-20434,Enterprise Plus,Annual,7602.58,141,2024-03-02,,Active,,1.0,100,4,107676,2,6,6.1,0,4.1,0
CUST-10435,Apex Logic 129,SMB,SaaS / Tech,United States,2024-03-02,SUB-20435,Starter,Monthly,369.34,16,2024-03-02,2025-02-06,Churned,Competitor Alternative,0.819,66,4,14387,6,4,8.0,0,4.4,1
CUST-10436,Cloud Hub 129,Enterprise,Fintech,United States,2024-03-02,SUB-20436,Scale,Monthly,8438.56,276,2024-03-02,2024-06-18,Churned,Support / SLA Frustration,0.186,74,6,46148,7,7,106.4,1,2.6,1
CUST-10437,Data Pay 129,SMB,Logistics & Supply Chain,United Kingdom,2024-03-02,SUB-20437,Starter,Monthly,150.45,16,2024-03-02,,Active,,0.748,70,5,692,2,5,2.8,0,4.7,0
CUST-10438,Nova Works 129,SMB,Fintech,United States,2024-03-02,SUB-20438,Growth,Annual,351.78,5,2024-03-02,2024-12-03,Churned,Support / SLA Frustration,0.819,28,4,27407,26,2,70.5,1,1.7,1
CUST-10439,Pulse Security 129,Enterprise,Logistics & Supply Chain,United States,2024-03-02,SUB-20439,Enterprise Plus,Annual,5353.93,245,2024-03-02,,Active,,0.354,67,3,111298,22,4,19.8,0,4.6,0
CUST-10440,Stratum Analytics 129,Enterprise,E-Commerce,Canada,2024-03-03,SUB-20440,Enterprise Plus,Annual,11603.82,242,2024-03-03,,Active,,0.927,72,5,10612,5,7,5.0,0,4.4,0
CUST-10441,Sync Tech 129,SMB,Fintech,Canada,2024-03-03,SUB-20441,Starter,Monthly,748.43,20,2024-03-03,2024-05-17,Churned,Support / SLA Frustration,0.658,50,6,11354,3,2,68.4,0,1.2,1
CUST-10442,Vanguard Sphere 129,Mid-Market,Fintech,Germany,2024-03-03,SUB-20442,Growth,Annual,1934.52,98,2024-03-03,,Active,,1.0,89,5,23531,6,1,82.4,0,2.8,0
CUST-10443,Omni Labs 129,Mid-Market,Cybersecurity,Australia,2024-03-03,SUB-20443,Scale,Annual,935.13,64,2024-03-03,,Active,,0.721,98,5,4137,13,7,2.2,0,4.1,0
CUST-10444,Hyper Flow 129,SMB,Fintech,United States,2024-03-03,SUB-20444,Growth,Monthly,234.93,5,2024-03-03,,Active,,0.727,60,2,1539,0,6,15.0,0,4.1,0
CUST-10445,Zenith Corp 129,SMB,Fintech,Canada,2024-03-04,SUB-20445,Starter,Monthly,747.83,23,2024-03-04,2024-10-22,Churned,Competitor Alternative,0.81,79,3,48902,0,2,16.9,0,5.0,1
CUST-10446,Quantum Stack 129,SMB,Healthcare,United States,2024-03-04,SUB-20446,Growth,Monthly,492.13,15,2024-03-04,,Active,,0.835,61,5,13991,0,6,23.7,0,4.8,0
CUST-10447,Nexus AI 129,SMB,E-Commerce,United Kingdom,2024-03-04,SUB-20447,Growth,Monthly,541.6,7,2024-03-04,,Active,,0.506,84,2,10776,5,12,18.3,0,3.8,0
CUST-10448,Vertex Scale 129,Mid-Market,E-Commerce,United States,2024-03-04,SUB-20448,Growth,Monthly,3520.87,65,2024-03-04,2024-11-20,Churned,Competitor Alternative,0.646,39,0,6013,3,6,13.4,0,4.2,1
CUST-10449,Blue Systems 129,Enterprise,Fintech,Australia,2024-03-04,SUB-20449,Scale,Monthly,13977.87,265,2024-03-04,,Active,,0.781,57,5,8460,0,6,22.5,0,4.3,0
CUST-10450,Apex Logic 130,SMB,Healthcare,Canada,2024-03-04,SUB-20450,Starter,Monthly,413.16,22,2024-03-04,2024-05-02,Churned,Price / Budget Cuts,0.612,56,3,7059,2,3,22.6,0,4.8,1
CUST-10451,Cloud Hub 130,SMB,Fintech,Australia,2024-03-04,SUB-20451,Starter,Annual,121.72,11,2024-03-04,,Active,,0.563,60,3,29651,1,7,8.9,0,4.5,0
CUST-10452,Data Pay 130,Mid-Market,Fintech,Germany,2024-03-04,SUB-20452,Growth,Annual,932.59,42,2024-03-04,,Active,,0.971,67,4,26789,5,6,3.1,0,4.0,0
CUST-10453,Nova Works 130,SMB,Healthcare,India,2024-03-05,SUB-20453,Starter,Annual,502.98,16,2024-03-05,,Active,,0.548,64,3,28279,18,3,11.8,0,4.2,0
CUST-10454,Pulse Security 130,Enterprise,SaaS / Tech,Germany,2024-03-05,SUB-20454,Scale,Annual,17981.83,477,2024-03-05,,Active,,0.59,77,6,16441,4,2,16.3,0,4.1,0
CUST-10455,Stratum Analytics 130,Mid-Market,Fintech,United States,2024-03-05,SUB-20455,Growth,Monthly,1925.46,29,2024-03-05,,Active,,0.527,50,4,48941,11,2,5.4,0,4.1,0
CUST-10456,Sync Tech 130,Enterprise,Healthcare,United States,2024-03-05,SUB-20456,Scale,Annual,11563.8,364,2024-03-05,,Active,,1.0,56,2,3486,0,4,13.7,0,5.0,0
CUST-10457,Vanguard Sphere 130,Mid-Market,Healthcare,United States,2024-03-05,SUB-20457,Scale,Annual,1833.13,48,2024-03-05,,Active,,0.821,63,5,2743,3,3,20.6,0,4.3,0
CUST-10458,Omni Labs 130,Enterprise,Cybersecurity,United States,2024-03-05,SUB-20458,Enterprise Plus,Monthly,15002.23,489,2024-03-05,,Active,,1.0,10,7,28085,3,1,15.4,0,4.3,0
CUST-10459,Hyper Flow 130,Enterprise,Cybersecurity,United Kingdom,2024-03-05,SUB-20459,Enterprise Plus,Annual,9761.55,295,2024-03-05,,Active,,0.905,40,6,15053,2,5,14.2,0,5.0,0
CUST-10460,Zenith Corp 130,Enterprise,Logistics & Supply Chain,United Kingdom,2024-03-06,SUB-20460,Enterprise Plus,Annual,10777.53,218,2024-03-06,2024-06-18,Churned,Support / SLA Frustration,0.447,52,4,19766,2,4,55.0,1,2.2,1
CUST-10461,Quantum Stack 130,SMB,Fintech,United Kingdom,2024-03-06,SUB-20461,Growth,Monthly,384.87,18,2024-03-06,2025-02-20,Churned,Switched Tool,0.518,68,5,55457,5,4,21.2,0,4.8,1
CUST-10462,Nexus AI 130,SMB,Fintech,Australia,2024-03-06,SUB-20462,Starter,Monthly,148.34,5,2024-03-06,2025-02-21,Churned,Switched Tool,0.683,88,3,41500,0,2,13.5,0,4.8,1
CUST-10463,Vertex Scale 130,SMB,Healthcare,India,2024-03-06,SUB-20463,Starter,Monthly,587.8,22,2024-03-06,,Active,,0.542,95,6,5536,7,3,8.6,0,4.0,0
CUST-10464,Blue Systems 130,SMB,Healthcare,United States,2024-03-06,SUB-20464,Starter,Monthly,444.15,7,2024-03-06,2024-11-13,Churned,Price / Budget Cuts,0.487,94,6,19014,5,3,11.3,0,3.8,1
CUST-10465,Apex Logic 131,Mid-Market,E-Commerce,United States,2024-03-06,SUB-20465,Scale,Monthly,2395.36,94,2024-03-06,,Active,,0.686,45,4,156712,4,1,2.5,0,5.0,0
CUST-10466,Cloud Hub 131,Mid-Market,SaaS / Tech,United States,2024-03-06,SUB-20466,Growth,Monthly,2376.76,33,2024-03-06,,Active,,0.975,48,2,52874,0,5,71.2,2,1.9,0
CUST-10467,Data Pay 131,SMB,Logistics & Supply Chain,United States,2024-03-07,SUB-20467,Starter,Annual,496.19,18,2024-03-07,,Active,,0.833,57,7,10075,10,2,21.7,0,4.0,0
CUST-10468,Nova Works 131,Mid-Market,Logistics & Supply Chain,Canada,2024-03-07,SUB-20468,Growth,Annual,2259.06,31,2024-03-07,,Active,,0.967,82,5,11067,4,4,23.9,0,3.9,0
CUST-10469,Pulse Security 131,SMB,Healthcare,United Kingdom,2024-03-07,SUB-20469,Starter,Monthly,726.3,7,2024-03-07,,Active,,0.673,94,0,7933,3,4,9.4,0,4.7,0
CUST-10470,Stratum Analytics 131,Enterprise,SaaS / Tech,United Kingdom,2024-03-07,SUB-20470,Enterprise Plus,Annual,16953.43,350,2024-03-07,,Active,,0.59,66,2,27899,4,5,19.7,0,4.8,0
CUST-10471,Sync Tech 131,SMB,Healthcare,Germany,2024-03-07,SUB-20471,Starter,Monthly,532.5,19,2024-03-07,2025-01-16,Churned,Support / SLA Frustration,0.09,60,6,13678,5,8,100.7,7,1.3,1
CUST-10472,Vanguard Sphere 131,Enterprise,Fintech,Germany,2024-03-08,SUB-20472,Enterprise Plus,Annual,17345.82,123,2024-03-08,,Active,,0.599,42,3,59776,5,3,85.8,1,2.9,0
CUST-10473,Omni Labs 131,SMB,SaaS / Tech,United States,2024-03-08,SUB-20473,Growth,Monthly,535.97,19,2024-03-08,,Active,,1.0,67,2,36680,6,2,16.4,0,4.1,0
CUST-10474,Hyper Flow 131,SMB,Fintech,Canada,2024-03-08,SUB-20474,Starter,Annual,184.11,6,2024-03-08,,Active,,0.77,77,2,22658,9,3,8.4,0,4.0,0
CUST-10475,Zenith Corp 131,SMB,Healthcare,United States,2024-03-08,SUB-20475,Starter,Annual,661.93,13,2024-03-08,,Active,,0.856,32,7,26480,0,7,85.7,3,2.0,0
CUST-10476,Quantum Stack 131,Enterprise,Healthcare,United States,2024-03-08,SUB-20476,Enterprise Plus,Annual,8818.02,197,2024-03-08,,Active,,0.91,89,1,40433,4,3,13.0,0,4.8,0
CUST-10477,Nexus AI 131,SMB,SaaS / Tech,United States,2024-03-08,SUB-20477,Starter,Monthly,489.35,10,2024-03-08,2024-04-28,Churned,Competitor Alternative,0.726,77,6,14854,19,3,23.7,0,4.6,1
CUST-10478,Vertex Scale 131,SMB,SaaS / Tech,United States,2024-03-09,SUB-20478,Growth,Annual,560.49,13,2024-03-09,,Active,,0.743,98,2,5945,1,7,20.7,0,4.8,0
CUST-10479,Blue Systems 131,SMB,Healthcare,United States,2024-03-09,SUB-20479,Growth,Monthly,592.52,13,2024-03-09,2024-07-07,Churned,Support / SLA Frustration,0.899,88,3,4272,9,4,56.7,0,2.4,1
CUST-10480,Apex Logic 132,SMB,Logistics & Supply Chain,United States,2024-03-09,SUB-20480,Starter,Monthly,410.24,6,2024-03-09,,Active,,0.181,77,4,10050,3,5,17.6,0,4.0,0
CUST-10481,Cloud Hub 132,SMB,Healthcare,Canada,2024-03-10,SUB-20481,Growth,Monthly,150.8,23,2024-03-10,,Active,,0.28,82,6,34956,7,2,6.8,0,4.3,0
CUST-10482,Data Pay 132,Mid-Market,Healthcare,Canada,2024-03-10,SUB-20482,Growth,Annual,2977.52,91,2024-03-10,,Active,,0.586,78,4,32166,6,6,4.8,0,4.0,0
CUST-10483,Nova Works 132,SMB,SaaS / Tech,United States,2024-03-10,SUB-20483,Starter,Monthly,603.22,9,2024-03-10,,Active,,0.741,60,2,3916,1,4,15.3,0,4.4,0
CUST-10484,Pulse Security 132,SMB,SaaS / Tech,United States,2024-03-10,SUB-20484,Starter,Annual,590.45,21,2024-03-10,,Active,,0.763,84,1,3874,15,6,5.4,0,4.2,0
CUST-10485,Stratum Analytics 132,SMB,Cybersecurity,Germany,2024-03-10,SUB-20485,Starter,Monthly,606.09,11,2024-03-10,,Active,,0.552,48,6,2339,2,2,9.0,0,4.4,0
CUST-10486,Sync Tech 132,Enterprise,Fintech,United States,2024-03-10,SUB-20486,Enterprise Plus,Annual,17079.27,320,2024-03-10,,Active,,0.818,56,4,54754,1,5,10.8,0,3.9,0
CUST-10487,Vanguard Sphere 132,Mid-Market,SaaS / Tech,India,2024-03-10,SUB-20487,Scale,Monthly,2527.97,89,2024-03-10,,Active,,1.0,100,3,2255,2,3,67.1,2,2.4,0
CUST-10488,Omni Labs 132,SMB,E-Commerce,United Kingdom,2024-03-11,SUB-20488,Starter,Monthly,486.87,8,2024-03-11,2024-04-25,Churned,Low Adoption & License Waste,0.276,88,7,11987,0,2,3.4,0,4.2,1
CUST-10489,Hyper Flow 132,SMB,Cybersecurity,United States,2024-03-11,SUB-20489,Growth,Monthly,560.52,24,2024-03-11,,Active,,0.602,69,2,5301,13,1,14.7,0,4.9,0
CUST-10490,Zenith Corp 132,Mid-Market,Fintech,United States,2024-03-11,SUB-20490,Growth,Annual,1593.38,72,2024-03-11,,Active,,0.599,88,4,4830,5,3,12.4,0,4.1,0
CUST-10491,Quantum Stack 132,SMB,SaaS / Tech,United States,2024-03-11,SUB-20491,Growth,Monthly,406.4,20,2024-03-11,,Active,,0.979,56,4,9938,0,5,18.7,0,3.9,0
CUST-10492,Nexus AI 132,Mid-Market,E-Commerce,United States,2024-03-11,SUB-20492,Scale,Monthly,1603.92,70,2024-03-11,,Active,,0.453,42,2,1263,2,7,17.5,0,3.9,0
CUST-10493,Vertex Scale 132,Mid-Market,Healthcare,United States,2024-03-11,SUB-20493,Scale,Monthly,2762.84,91,2024-03-11,,Active,,0.813,60,6,13907,3,5,3.9,0,4.2,0
CUST-10494,Blue Systems 132,Mid-Market,E-Commerce,United Kingdom,2024-03-11,SUB-20494,Growth,Annual,3663.37,35,2024-03-11,2024-08-09,Churned,Competitor Alternative,0.671,100,4,1259,2,2,15.9,0,4.9,1
CUST-10495,Apex Logic 133,Mid-Market,Healthcare,United States,2024-03-12,SUB-20495,Growth,Annual,2609.79,70,2024-03-12,,Active,,0.398,35,6,31250,2,2,7.2,0,4.6,0
CUST-10496,Cloud Hub 133,SMB,E-Commerce,United Kingdom,2024-03-12,SUB-20496,Starter,Monthly,696.51,12,2024-03-12,2024-12-12,Churned,Support / SLA Frustration,0.844,52,6,12205,2,4,50.2,2,1.6,1
CUST-10497,Data Pay 133,Enterprise,Logistics & Supply Chain,United Kingdom,2024-03-12,SUB-20497,Enterprise Plus,Annual,13450.44,252,2024-03-12,,Active,,0.497,83,6,9541,3,4,64.9,0,2.2,0
CUST-10498,Nova Works 133,SMB,E-Commerce,United States,2024-03-12,SUB-20498,Starter,Monthly,268.29,14,2024-03-12,2024-12-26,Churned,Low Adoption & License Waste,0.358,46,2,21217,6,3,7.2,0,4.0,1
CUST-10499,Pulse Security 133,SMB,E-Commerce,United States,2024-03-12,SUB-20499,Starter,Monthly,610.69,12,2024-03-12,,Active,,0.758,45,3,38137,0,6,54.3,2,2.7,0
CUST-10500,Stratum Analytics 133,SMB,E-Commerce,United States,2024-03-12,SUB-20500,Growth,Annual,420.54,20,2024-03-12,,Active,,1.0,58,6,4783,1,2,4.6,0,4.7,0
CUST-10501,Sync Tech 133,SMB,Fintech,United States,2024-03-12,SUB-20501,Starter,Monthly,526.12,23,2024-03-12,,Active,,1.0,60,4,51336,2,3,21.3,0,3.9,0
