subscription_id,customer_id,plan_type,billing_cycle,mrr,seats_purchased,start_date,end_date,status,churn_reason
SUB-21447,CUST-11447,Growth,Annual,665.4,14,2024-08-07,2025-01-31,Churned,Price / Budget Cuts
SUB-21448,CUST-11448,Starter,Monthly,335.08,11,2024-08-07,,Active,
SUB-21449,CUST-11449,Growth,Monthly,246.49,21,2024-08-07,2024-12-15,Churned,Price / Budget Cuts
SUB-21450,CUST-11450,Scale,Annual,2427.3,77,2024-08-07,,Active,
SUB-21451,CUST-11451,Starter,Monthly,746.78,7,2024-08-08,,Active,
SUB-21452,CUST-11452,Starter,Monthly,552.95,22,2024-08-08,,Active,
SUB-21453,CUST-11453,Starter,Monthly,656.3,12,2024-08-08,,Active,
SUB-21454,CUST-11454,Enterprise Plus,Annual,14703.81,319,2024-08-08,,Active,
SUB-21455,CUST-11455,Starter,Monthly,559.07,5,2024-08-08,,Active,
SUB-21456,CUST-11456,Starter,Monthly,258.78,20,2024-08-08,2024-11-03,Churned,Support / SLA Frustration
SUB-21457,CUST-11457,Starter,Monthly,416.87,18,2024-08-08,,Active,
SUB-21458,CUST-11458,Scale,Annual,2049.76,30,2024-08-09,,Active,
SUB-21459,CUST-11459,Growth,Monthly,565.37,11,2024-08-09,2025-04-18,Churned,Support / SLA Frustration
SUB-21460,CUST-11460,Scale,Annual,3636.46,30,2024-08-09,,Active,
SUB-21461,CUST-11461,Starter,Monthly,498.1,5,2024-08-10,,Active,
SUB-21462,CUST-11462,Enterprise Plus,Annual,7865.25,294,2024-08-10,,Active,
SUB-21463,CUST-11463,Starter,Monthly,367.76,13,2024-08-10,,Active,
SUB-21464,CUST-11464,Starter,Monthly,696.17,22,2024-08-10,,Active,
SUB-21465,CUST-11465,Enterprise Plus,Annual,16662.62,149,2024-08-11,,Active,
SUB-21466,CUST-11466,Starter,Annual,233.28,21,2024-08-11,,Active,
SUB-21467,CUST-11467,Growth,Monthly,1571.22,61,2024-08-12,,Active,
SUB-21468,CUST-11468,Growth,Monthly,579.03,8,2024-08-12,,Active,
SUB-21469,CUST-11469,Growth,Monthly,454.24,17,2024-08-12,2025-03-15,Churned,Support / SLA Frustration
SUB-21470,CUST-11470,Starter,Monthly,536.87,6,2024-08-12,2025-01-22,Churned,Support / SLA Frustration
SUB-21471,CUST-11471,Starter,Monthly,306.48,11,2024-08-12,,Active,
SUB-21472,CUST-11472,Starter,Monthly,741.7,10,2024-08-13,,Active,
SUB-21473,CUST-11473,Growth,Monthly,939.14,92,2024-08-13,,Active,
SUB-21474,CUST-11474,Growth,Monthly,1012.95,35,2024-08-13,,Active,
SUB-21475,CUST-11475,Starter,Monthly,654.11,5,2024-08-13,,Active,
SUB-21476,CUST-11476,Starter,Annual,638.63,20,2024-08-13,,Active,
SUB-21477,CUST-11477,Starter,Annual,519.73,8,2024-08-13,,Active,
SUB-21478,CUST-11478,Starter,Monthly,744.47,22,2024-08-14,2025-04-20,Churned,Support / SLA Frustration
SUB-21479,CUST-11479,Growth,Annual,3795.32,66,2024-08-14,2024-10-10,Churned,Low Adoption & License Waste
SUB-21480,CUST-11480,Starter,Monthly,267.54,6,2024-08-14,,Active,
SUB-21481,CUST-11481,Enterprise Plus,Annual,9537.51,269,2024-08-14,,Active,
SUB-21482,CUST-11482,Starter,Monthly,259.22,12,2024-08-14,,Active,
SUB-21483,CUST-11483,Scale,Annual,14323.59,292,2024-08-14,,Active,
SUB-21484,CUST-11484,Growth,Monthly,2463.56,37,2024-08-14,,Active,
SUB-21485,CUST-11485,Growth,Annual,3749.59,88,2024-08-14,,Active,
SUB-21486,CUST-11486,Scale,Monthly,3032.9,92,2024-08-14,,Active,
SUB-21487,CUST-11487,Starter,Monthly,590.55,16,2024-08-15,,Active,
SUB-21488,CUST-11488,Growth,Annual,1821.55,44,2024-08-15,,Active,
SUB-21489,CUST-11489,Growth,Annual,3379.12,80,2024-08-15,,Active,
SUB-21490,CUST-11490,Scale,Monthly,2106.84,50,2024-08-15,,Active,
SUB-21491,CUST-11491,Growth,Monthly,1090.89,80,2024-08-15,,Active,
SUB-21492,CUST-11492,Growth,Monthly,2116.85,86,2024-08-15,,Active,
SUB-21493,CUST-11493,Scale,Annual,12539.51,499,2024-08-16,,Active,
SUB-21494,CUST-11494,Starter,Monthly,615.34,20,2024-08-16,,Active,
SUB-21495,CUST-11495,Starter,Monthly,240.91,24,2024-08-16,,Active,
SUB-21496,CUST-11496,Growth,Monthly,306.64,9,2024-08-16,2025-06-25,Churned,Support / SLA Frustration
SUB-21497,CUST-11497,Scale,Annual,3346.34,51,2024-08-16,,Active,
SUB-21498,CUST-11498,Growth,Monthly,1162.75,51,2024-08-17,,Active,
SUB-21499,CUST-11499,Growth,Monthly,595.61,20,2024-08-17,,Active,
SUB-21500,CUST-11500,Starter,Annual,429.5,12,2024-08-17,,Active,
SUB-21501,CUST-11501,Growth,Monthly,942.57,74,2024-08-17,,Active,
SUB-21502,CUST-11502,Scale,Annual,10011.86,436,2024-08-17,,Active,
SUB-21503,CUST-11503,Growth,Monthly,2867.67,42,2024-08-17,,Active,
SUB-21504,CUST-11504,Growth,Monthly,2385.46,36,2024-08-17,,Active,
SUB-21505,CUST-11505,Scale,Monthly,978.17,31,2024-08-17,,Active,
SUB-21506,CUST-11506,Starter,Annual,283.46,14,2024-08-17,,Active,
SUB-21507,CUST-11507,Starter,Monthly,505.63,22,2024-08-18,,Active,
SUB-21508,CUST-11508,Starter,Annual,411.87,21,2024-08-18,2025-02-13,Churned,Support / SLA Frustration
SUB-21509,CUST-11509,Starter,Annual,327.54,12,2024-08-18,,Active,
SUB-21510,CUST-11510,Starter,Annual,278.03,18,2024-08-18,,Active,
SUB-21511,CUST-11511,Starter,Monthly,457.87,15,2024-08-18,,Active,
SUB-21512,CUST-11512,Starter,Monthly,134.86,13,2024-08-18,,Active,
SUB-21513,CUST-11513,Enterprise Plus,Annual,7963.54,187,2024-08-18,,Active,
SUB-21514,CUST-11514,Growth,Annual,3739.0,51,2024-08-18,,Active,
SUB-21515,CUST-11515,Enterprise Plus,Annual,13254.72,479,2024-08-18,,Active,
SUB-21516,CUST-11516,Growth,Monthly,719.53,9,2024-08-19,,Active,
SUB-21517,CUST-11517,Starter,Monthly,513.21,24,2024-08-19,,Active,
SUB-21518,CUST-11518,Growth,Annual,3734.35,53,2024-08-19,,Active,
SUB-21519,CUST-11519,Growth,Annual,557.75,23,2024-08-19,,Active,
SUB-21520,CUST-11520,Enterprise Plus,Annual,4876.78,456,2024-08-19,,Active,
SUB-21521,CUST-11521,Growth,Annual,154.39,21,2024-08-19,,Active,
SUB-21522,CUST-11522,Scale,Annual,1774.41,83,2024-08-19,,Active,
SUB-21523,CUST-11523,Enterprise Plus,Monthly,10994.35,370,2024-08-19,,Active,
SUB-21524,CUST-11524,Growth,Monthly,2056.11,42,2024-08-20,,Active,
SUB-21525,CUST-11525,Growth,Monthly,2344.02,51,2024-08-20,,Active,
SUB-21526,CUST-11526,Growth,Annual,915.54,46,2024-08-20,,Active,
SUB-21527,CUST-11527,Scale,Monthly,3297.17,94,2024-08-20,,Active,
SUB-21528,CUST-11528,Starter,Monthly,167.04,6,2024-08-20,2025-04-10,Churned,Competitor Alternative
SUB-21529,CUST-11529,Starter,Monthly,253.11,10,2024-08-21,,Active,
SUB-21530,CUST-11530,Scale,Annual,2516.38,55,2024-08-21,,Active,
SUB-21531,CUST-11531,Starter,Annual,268.83,6,2024-08-21,,Active,
SUB-21532,CUST-11532,Starter,Monthly,334.04,12,2024-08-21,,Active,
SUB-21533,CUST-11533,Scale,Annual,1245.56,62,2024-08-21,,Active,
SUB-21534,CUST-11534,Scale,Monthly,2970.23,29,2024-08-21,,Active,
SUB-21535,CUST-11535,Enterprise Plus,Annual,14748.14,449,2024-08-21,,Active,
SUB-21536,CUST-11536,Growth,Annual,1634.94,32,2024-08-21,,Active,
SUB-21537,CUST-11537,Starter,Monthly,733.42,12,2024-08-21,,Active,
SUB-21538,CUST-11538,Growth,Annual,1401.82,39,2024-08-21,,Active,
SUB-21539,CUST-11539,Growth,Annual,748.36,15,2024-08-22,,Active,
SUB-21540,CUST-11540,Starter,Monthly,554.86,14,2024-08-22,,Active,
SUB-21541,CUST-11541,Enterprise Plus,Annual,16996.29,216,2024-08-22,,Active,
SUB-21542,CUST-11542,Starter,Monthly,174.29,8,2024-08-22,,Active,
SUB-21543,CUST-11543,Growth,Monthly,2079.1,83,2024-08-22,,Active,
SUB-21544,CUST-11544,Growth,Annual,474.64,19,2024-08-22,,Active,
SUB-21545,CUST-11545,Scale,Monthly,3044.87,29,2024-08-22,,Active,
SUB-21546,CUST-11546,Growth,Monthly,480.28,9,2024-08-22,2025-05-24,Churned,Price / Budget Cuts
SUB-21547,CUST-11547,Growth,Monthly,525.05,20,2024-08-22,2025-02-16,Churned,Competitor Alternative
SUB-21548,CUST-11548,Enterprise Plus,Annual,6508.38,441,2024-08-22,,Active,
SUB-21549,CUST-11549,Starter,Monthly,700.44,9,2024-08-23,,Active,
SUB-21550,CUST-11550,Starter,Monthly,593.04,13,2024-08-23,,Active,
SUB-21551,CUST-11551,Starter,Monthly,504.54,21,2024-08-23,2025-01-29,Churned,Low Adoption & License Waste
SUB-21552,CUST-11552,Starter,Monthly,616.08,13,2024-08-23,,Active,
SUB-21553,CUST-11553,Starter,Annual,622.18,11,2024-08-23,2025-02-03,Churned,Support / SLA Frustration
SUB-21554,CUST-11554,Growth,Annual,2346.34,77,2024-08-23,,Active,
SUB-21555,CUST-11555,Scale,Annual,2823.0,79,2024-08-23,,Active,
SUB-21556,CUST-11556,Starter,Annual,683.64,18,2024-08-23,,Active,
SUB-21557,CUST-11557,Scale,Annual,3271.83,67,2024-08-23,,Active,
SUB-21558,CUST-11558,Growth,Monthly,722.97,22,2024-08-24,,Active,
SUB-21559,CUST-11559,Starter,Monthly,167.29,22,2024-08-24,,Active,
SUB-21560,CUST-11560,Growth,Monthly,1010.4,82,2024-08-24,,Active,
SUB-21561,CUST-11561,Growth,Annual,3270.59,77,2024-08-24,,Active,
SUB-21562,CUST-11562,Starter,Monthly,146.41,18,2024-08-24,,Active,
SUB-21563,CUST-11563,Scale,Monthly,1550.68,51,2024-08-24,,Active,
SUB-21564,CUST-11564,Growth,Annual,473.76,13,2024-08-24,2025-02-11,Churned,Support / SLA Frustration
SUB-21565,CUST-11565,Scale,Monthly,1888.43,74,2024-08-24,2025-03-08,Churned,Low Adoption & License Waste
SUB-21566,CUST-11566,Starter,Monthly,291.32,15,2024-08-24,,Active,
SUB-21567,CUST-11567,Scale,Annual,5431.57,137,2024-08-24,,Active,
SUB-21568,CUST-11568,Starter,Annual,419.69,12,2024-08-25,,Active,
SUB-21569,CUST-11569,Scale,Monthly,3085.32,38,2024-08-25,,Active,
SUB-21570,CUST-11570,Growth,Monthly,418.74,13,2024-08-25,,Active,
SUB-21571,CUST-11571,Growth,Monthly,1863.49,68,2024-08-25,,Active,
SUB-21572,CUST-11572,Starter,Monthly,607.75,10,2024-08-25,2025-05-05,Churned,Low Adoption & License Waste
SUB-21573,CUST-11573,Starter,Monthly,474.38,17,2024-08-25,2025-01-22,Churned,Support / SLA Frustration
SUB-21574,CUST-11574,Growth,Annual,2843.77,60,2024-08-25,,Active,
SUB-21575,CUST-11575,Enterprise Plus,Monthly,4813.56,200,2024-08-26,,Active,
SUB-21576,CUST-11576,Scale,Annual,8221.64,495,2024-08-26,,Active,
SUB-21577,CUST-11577,Starter,Monthly,194.53,17,2024-08-26,2025-05-07,Churned,Support / SLA Frustration
SUB-21578,CUST-11578,Growth,Monthly,654.29,24,2024-08-26,,Active,
SUB-21579,CUST-11579,Starter,Monthly,544.32,21,2024-08-26,,Active,
SUB-21580,CUST-11580,Growth,Annual,1825.64,46,2024-08-26,,Active,
SUB-21581,CUST-11581,Scale,Annual,1883.32,70,2024-08-27,,Active,
SUB-21582,CUST-11582,Starter,Annual,447.78,13,2024-08-27,,Active,
SUB-21583,CUST-11583,Growth,Annual,2410.25,86,2024-08-27,,Active,
SUB-21584,CUST-11584,Growth,Annual,497.77,22,2024-08-27,,Active,
SUB-21585,CUST-11585,Enterprise Plus,Monthly,16690.21,183,2024-08-28,,Active,
SUB-21586,CUST-11586,Starter,Annual,243.51,23,2024-08-28,,Active,
SUB-21587,CUST-11587,Scale,Annual,2621.45,67,2024-08-28,,Active,
SUB-21588,CUST-11588,Growth,Monthly,3647.37,37,2024-08-28,2025-01-16,Churned,Low Adoption & License Waste
SUB-21589,CUST-11589,Starter,Annual,349.21,11,2024-08-28,,Active,
SUB-21590,CUST-11590,Starter,Monthly,597.43,12,2024-08-28,2025-04-03,Churned,Competitor Alternative
SUB-21591,CUST-11591,Starter,Monthly,655.37,9,2024-08-28,2025-03-25,Churned,Support / SLA Frustration
SUB-21592,CUST-11592,Enterprise Plus,Annual,5572.01,230,2024-08-28,,Active,
SUB-21593,CUST-11593,Enterprise Plus,Annual,6928.84,269,2024-08-28,,Active,
SUB-21594,CUST-11594,Growth,Monthly,736.92,6,2024-08-29,,Active,
SUB-21595,CUST-11595,Starter,Monthly,460.58,11,2024-08-29,,Active,
SUB-21596,CUST-11596,Growth,Annual,2144.94,38,2024-08-29,,Active,
SUB-21597,CUST-11597,Enterprise Plus,Annual,17805.3,436,2024-08-29,,Active,
SUB-21598,CUST-11598,Enterprise Plus,Annual,13565.46,185,2024-08-29,,Active,
SUB-21599,CUST-11599,Starter,Monthly,521.84,15,2024-08-29,2024-10-03,Churned,Switched Tool
SUB-21600,CUST-11600,Growth,Annual,2344.97,57,2024-08-29,2025-08-19,Churned,Support / SLA Frustration
SUB-21601,CUST-11601,Growth,Monthly,2735.21,79,2024-08-30,,Active,
SUB-21602,CUST-11602,Growth,Monthly,2577.21,27,2024-08-30,,Active,
SUB-21603,CUST-11603,Scale,Annual,2045.93,32,2024-08-30,,Active,
SUB-21604,CUST-11604,Scale,Annual,10250.0,420,2024-08-30,2025-01-20,Churned,Support / SLA Frustration
SUB-21605,CUST-11605,Starter,Monthly,278.28,17,2024-08-31,2025-08-04,Churned,Support / SLA Frustration
SUB-21606,CUST-11606,Enterprise Plus,Annual,9619.86,489,2024-08-31,2024-11-09,Churned,Support / SLA Frustration
SUB-21607,CUST-11607,Starter,Monthly,377.35,6,2024-08-31,,Active,
SUB-21608,CUST-11608,Growth,Annual,3443.17,70,2024-08-31,,Active,
SUB-21609,CUST-11609,Growth,Monthly,497.69,19,2024-08-31,,Active,
SUB-21610,CUST-11610,Growth,Annual,328.5,19,2024-08-31,,Active,
SUB-21611,CUST-11611,Growth,Monthly,522.0,8,2024-08-31,,Active,
SUB-21612,CUST-11612,Starter,Monthly,393.37,8,2024-08-31,,Active,
SUB-21613,CUST-11613,Scale,Annual,3015.76,71,2024-08-31,,Active,
SUB-21614,CUST-11614,Growth,Annual,1334.8,70,2024-09-01,,Active,
SUB-21615,CUST-11615,Starter,Annual,734.7,11,2024-09-01,,Active,
SUB-21616,CUST-11616,Starter,Annual,220.05,24,2024-09-01,,Active,
SUB-21617,CUST-11617,Starter,Monthly,668.95,17,2024-09-01,2025-04-13,Churned,Support / SLA Frustration
SUB-21618,CUST-11618,Starter,Monthly,592.33,9,2024-09-01,,Active,
SUB-21619,CUST-11619,Starter,Monthly,432.77,19,2024-09-01,,Active,
SUB-21620,CUST-11620,Scale,Monthly,1197.07,43,2024-09-01,,Active,
SUB-21621,CUST-11621,Enterprise Plus,Annual,17426.81,262,2024-09-02,2024-11-26,Churned,Support / SLA Frustration
SUB-21622,CUST-11622,Starter,Monthly,450.28,12,2024-09-02,2025-07-19,Churned,Switched Tool
SUB-21623,CUST-11623,Starter,Monthly,666.58,18,2024-09-02,2025-07-17,Churned,Support / SLA Frustration
SUB-21624,CUST-11624,Growth,Annual,3267.38,95,2024-09-02,,Active,
SUB-21625,CUST-11625,Starter,Monthly,378.78,15,2024-09-02,,Active,
SUB-21626,CUST-11626,Scale,Annual,2437.97,41,2024-09-02,,Active,
SUB-21627,CUST-11627,Starter,Monthly,137.15,16,2024-09-02,,Active,
SUB-21628,CUST-11628,Scale,Annual,6411.35,394,2024-09-02,,Active,
SUB-21629,CUST-11629,Scale,Monthly,3542.58,46,2024-09-03,,Active,
SUB-21630,CUST-11630,Starter,Monthly,499.82,5,2024-09-03,2025-05-19,Churned,Support / SLA Frustration
SUB-21631,CUST-11631,Growth,Monthly,3544.3,92,2024-09-03,2025-05-12,Churned,Support / SLA Frustration
SUB-21632,CUST-11632,Starter,Monthly,147.22,14,2024-09-03,2025-03-26,Churned,Switched Tool
SUB-21633,CUST-11633,Growth,Monthly,434.36,6,2024-09-03,,Active,
SUB-21634,CUST-11634,Starter,Monthly,264.66,11,2024-09-03,,Active,
SUB-21635,CUST-11635,Scale,Monthly,3545.39,54,2024-09-03,,Active,
SUB-21636,CUST-11636,Growth,Annual,3590.48,82,2024-09-03,,Active,
SUB-21637,CUST-11637,Scale,Annual,3196.36,57,2024-09-03,,Active,
SUB-21638,CUST-11638,Starter,Annual,547.08,12,2024-09-03,,Active,
SUB-21639,CUST-11639,Growth,Monthly,133.66,18,2024-09-03,,Active,
SUB-21640,CUST-11640,Starter,Monthly,513.58,22,2024-09-03,,Active,
SUB-21641,CUST-11641,Starter,Monthly,613.27,13,2024-09-04,2024-11-13,Churned,Price / Budget Cuts
SUB-21642,CUST-11642,Starter,Monthly,139.62,22,2024-09-04,,Active,
SUB-21643,CUST-11643,Growth,Annual,738.14,8,2024-09-04,,Active,
SUB-21644,CUST-11644,Enterprise Plus,Annual,14802.48,282,2024-09-05,,Active,
SUB-21645,CUST-11645,Growth,Annual,289.79,6,2024-09-05,,Active,
SUB-21646,CUST-11646,Enterprise Plus,Annual,13875.43,428,2024-09-05,,Active,
SUB-21647,CUST-11647,Growth,Annual,682.6,8,2024-09-05,,Active,
SUB-21648,CUST-11648,Growth,Monthly,125.36,9,2024-09-05,,Active,
SUB-21649,CUST-11649,Starter,Monthly,698.7,12,2024-09-05,,Active,
SUB-21650,CUST-11650,Enterprise Plus,Annual,17518.76,394,2024-09-06,,Active,
SUB-21651,CUST-11651,Scale,Annual,2599.81,35,2024-09-06,2025-04-13,Churned,Support / SLA Frustration
SUB-21652,CUST-11652,Growth,Monthly,3006.05,27,2024-09-06,,Active,
SUB-21653,CUST-11653,Growth,Monthly,1128.6,62,2024-09-06,,Active,
SUB-21654,CUST-11654,Enterprise Plus,Annual,14763.61,330,2024-09-07,,Active,
SUB-21655,CUST-11655,Growth,Annual,644.96,6,2024-09-07,,Active,
SUB-21656,CUST-11656,Starter,Annual,671.89,19,2024-09-07,,Active,
SUB-21657,CUST-11657,Growth,Annual,1744.62,35,2024-09-07,,Active,
SUB-21658,CUST-11658,Scale,Monthly,3631.66,96,2024-09-07,2025-02-26,Churned,Support / SLA Frustration
SUB-21659,CUST-11659,Scale,Annual,1941.09,63,2024-09-07,2025-05-28,Churned,Internal Restructuring
SUB-21660,CUST-11660,Starter,Monthly,725.15,22,2024-09-08,2024-12-06,Churned,Switched Tool
SUB-21661,CUST-11661,Starter,Monthly,644.86,21,2024-09-08,,Active,
SUB-21662,CUST-11662,Starter,Monthly,543.38,14,2024-09-08,,Active,
SUB-21663,CUST-11663,Growth,Monthly,2865.77,37,2024-09-08,,Active,
SUB-21664,CUST-11664,Growth,Monthly,678.73,9,2024-09-08,,Active,
SUB-21665,CUST-11665,Growth,Annual,498.43,18,2024-09-08,2025-05-20,Churned,Support / SLA Frustration
SUB-21666,CUST-11666,Growth,Annual,3483.64,73,2024-09-08,,Active,
SUB-21667,CUST-11667,Starter,Annual,124.62,7,2024-09-08,,Active,
SUB-21668,CUST-11668,Enterprise Plus,Annual,17556.07,114,2024-09-09,,Active,
SUB-21669,CUST-11669,Starter,Annual,612.7,12,2024-09-09,2025-01-17,Churned,Support / SLA Frustration
SUB-21670,CUST-11670,Growth,Monthly,1712.35,74,2024-09-09,,Active,
SUB-21671,CUST-11671,Starter,Monthly,745.25,12,2024-09-09,,Active,
SUB-21672,CUST-11672,Starter,Monthly,484.37,5,2024-09-09,,Active,
SUB-21673,CUST-11673,Growth,Annual,227.62,7,2024-09-09,,Active,
SUB-21674,CUST-11674,Starter,Annual,154.67,13,2024-09-10,,Active,
SUB-21675,CUST-11675,Growth,Annual,2810.25,41,2024-09-10,,Active,
SUB-21676,CUST-11676,Scale,Annual,8690.85,227,2024-09-10,,Active,
SUB-21677,CUST-11677,Growth,Monthly,2687.79,95,2024-09-11,,Active,
SUB-21678,CUST-11678,Growth,Annual,1518.9,81,2024-09-11,,Active,
SUB-21679,CUST-11679,Starter,Monthly,385.43,18,2024-09-11,2024-12-14,Churned,Competitor Alternative
SUB-21680,CUST-11680,Scale,Monthly,1386.62,44,2024-09-11,2024-11-22,Churned,Support / SLA Frustration
SUB-21681,CUST-11681,Growth,Monthly,405.41,19,2024-09-11,,Active,
SUB-21682,CUST-11682,Starter,Monthly,487.9,14,2024-09-11,2025-03-17,Churned,Low Adoption & License Waste
SUB-21683,CUST-11683,Starter,Monthly,505.99,17,2024-09-11,,Active,
SUB-21684,CUST-11684,Enterprise Plus,Annual,9633.85,376,2024-09-12,,Active,
SUB-21685,CUST-11685,Starter,Annual,414.42,19,2024-09-12,,Active,
SUB-21686,CUST-11686,Starter,Monthly,404.06,24,2024-09-12,,Active,
SUB-21687,CUST-11687,Growth,Annual,2147.03,65,2024-09-12,,Active,
SUB-21688,CUST-11688,Starter,Annual,543.4,12,2024-09-12,2025-03-08,Churned,Price / Budget Cuts
SUB-21689,CUST-11689,Starter,Monthly,599.43,12,2024-09-12,,Active,
SUB-21690,CUST-11690,Growth,Annual,3425.34,90,2024-09-12,,Active,
SUB-21691,CUST-11691,Starter,Annual,225.58,12,2024-09-12,,Active,
SUB-21692,CUST-11692,Growth,Monthly,1860.98,75,2024-09-12,,Active,
SUB-21693,CUST-11693,Enterprise Plus,Annual,6640.63,331,2024-09-12,,Active,
SUB-21694,CUST-11694,Growth,Monthly,1915.88,56,2024-09-13,,Active,
SUB-21695,CUST-11695,Enterprise Plus,Annual,14206.72,116,2024-09-13,,Active,
SUB-21696,CUST-11696,Enterprise Plus,Annual,8755.32,364,2024-09-13,,Active,
SUB-21697,CUST-11697,Scale,Annual,13990.59,360,2024-09-13,,Active,
SUB-21698,CUST-11698,Starter,Monthly,212.77,10,2024-09-13,,Active,
SUB-21699,CUST-11699,Starter,Annual,746.0,8,2024-09-13,,Active,
SUB-21700,CUST-11700,Growth,Monthly,746.51,13,2024-09-14,2025-02-05,Churned,Support / SLA Frustration
SUB-21701,CUST-11701,Scale,Monthly,1401.39,60,2024-09-14,,Active,
SUB-21702,CUST-11702,Growth,Monthly,2586.08,40,2024-09-14,,Active,
SUB-21703,CUST-11703,Growth,Annual,627.92,5,2024-09-14,,Active,
SUB-21704,CUST-11704,Scale,Annual,1628.55,79,2024-09-14,,Active,
SUB-21705,CUST-11705,Scale,Annual,16855.85,119,2024-09-14,,Active,
SUB-21706,CUST-11706,Growth,Annual,199.88,7,2024-09-15,,Active,
SUB-21707,CUST-11707,Scale,Annual,3500.61,99,2024-09-15,,Active,
SUB-21708,CUST-11708,Starter,Monthly,610.83,12,2024-09-15,2024-10-23,Churned,Support / SLA Frustration
SUB-21709,CUST-11709,Starter,Monthly,606.29,20,2024-09-15,2025-03-18,Churned,Competitor Alternative
SUB-21710,CUST-11710,Growth,Annual,3569.63,28,2024-09-15,,Active,
SUB-21711,CUST-11711,Enterprise Plus,Annual,15811.65,462,2024-09-15,,Active,
SUB-21712,CUST-11712,Starter,Annual,422.83,10,2024-09-15,,Active,
SUB-21713,CUST-11713,Growth,Monthly,1508.5,51,2024-09-15,2025-03-30,Churned,Competitor Alternative
SUB-21714,CUST-11714,Enterprise Plus,Annual,8904.72,365,2024-09-15,,Active,
SUB-21715,CUST-11715,Growth,Monthly,270.88,5,2024-09-15,2025-04-09,Churned,Support / SLA Frustration
SUB-21716,CUST-11716,Enterprise Plus,Annual,13917.66,130,2024-09-16,,Active,
SUB-21717,CUST-11717,Starter,Monthly,365.49,8,2024-09-16,,Active,
SUB-21718,CUST-11718,Starter,Monthly,150.79,16,2024-09-16,,Active,
SUB-21719,CUST-11719,Scale,Monthly,2785.1,72,2024-09-16,,Active,
SUB-21720,CUST-11720,Scale,Annual,12856.42,107,2024-09-16,,Active,
SUB-21721,CUST-11721,Enterprise Plus,Annual,7728.86,339,2024-09-16,,Active,
SUB-21722,CUST-11722,Growth,Annual,2242.62,93,2024-09-16,,Active,
SUB-21723,CUST-11723,Enterprise Plus,Annual,4977.24,131,2024-09-16,,Active,
SUB-21724,CUST-11724,Starter,Monthly,340.66,9,2024-09-17,,Active,
SUB-21725,CUST-11725,Enterprise Plus,Annual,7827.65,272,2024-09-17,,Active,
SUB-21726,CUST-11726,Starter,Monthly,332.84,12,2024-09-17,,Active,
SUB-21727,CUST-11727,Growth,Monthly,641.46,22,2024-09-17,2025-03-02,Churned,Support / SLA Frustration
SUB-21728,CUST-11728,Starter,Monthly,471.02,20,2024-09-17,,Active,
SUB-21729,CUST-11729,Starter,Annual,630.04,20,2024-09-17,,Active,
SUB-21730,CUST-11730,Scale,Annual,1687.69,47,2024-09-17,,Active,
SUB-21731,CUST-11731,Starter,Annual,362.79,8,2024-09-17,,Active,
SUB-21732,CUST-11732,Starter,Monthly,658.53,5,2024-09-17,,Active,
SUB-21733,CUST-11733,Growth,Annual,1147.22,77,2024-09-17,,Active,
SUB-21734,CUST-11734,Enterprise Plus,Annual,10902.26,443,2024-09-17,,Active,
SUB-21735,CUST-11735,Starter,Annual,204.74,20,2024-09-17,,Active,
SUB-21736,CUST-11736,Growth,Annual,2707.02,30,2024-09-18,,Active,
SUB-21737,CUST-11737,Growth,Annual,900.7,77,2024-09-18,2025-05-30,Churned,Leadership Transition
SUB-21738,CUST-11738,Growth,Annual,1575.71,85,2024-09-18,,Active,
SUB-21739,CUST-11739,Growth,Monthly,2212.99,42,2024-09-18,,Active,
SUB-21740,CUST-11740,Growth,Monthly,202.52,13,2024-09-18,2025-07-15,Churned,Price / Budget Cuts
SUB-21741,CUST-11741,Starter,Annual,708.07,22,2024-09-18,2025-08-03,Churned,Switched Tool
SUB-21742,CUST-11742,Starter,Monthly,600.26,9,2024-09-18,,Active,
SUB-21743,CUST-11743,Enterprise Plus,Annual,13328.63,382,2024-09-19,,Active,
SUB-21744,CUST-11744,Scale,Monthly,1904.85,90,2024-09-19,2024-10-22,Churned,Support / SLA Frustration
SUB-21745,CUST-11745,Growth,Annual,1041.1,73,2024-09-19,,Active,
SUB-21746,CUST-11746,Scale,Annual,13228.99,111,2024-09-19,,Active,
SUB-21747,CUST-11747,Scale,Monthly,2817.25,27,2024-09-19,,Active,
SUB-21748,CUST-11748,Growth,Monthly,358.42,11,2024-09-19,2024-10-20,Churned,Switched Tool
SUB-21749,CUST-11749,Enterprise Plus,Monthly,7902.8,140,2024-09-20,,Active,
SUB-21750,CUST-11750,Growth,Annual,693.93,11,2024-09-20,,Active,
SUB-21751,CUST-11751,Growth,Annual,3516.54,81,2024-09-20,,Active,
SUB-21752,CUST-11752,Enterprise Plus,Annual,6993.37,223,2024-09-20,2024-11-26,Churned,Support / SLA Frustration
SUB-21753,CUST-11753,Growth,Monthly,3586.73,53,2024-09-20,,Active,
SUB-21754,CUST-11754,Growth,Monthly,216.0,22,2024-09-20,,Active,
SUB-21755,CUST-11755,Starter,Monthly,304.93,11,2024-09-20,2025-05-28,Churned,Low Adoption & License Waste
SUB-21756,CUST-11756,Starter,Monthly,632.48,6,2024-09-21,2025-03-20,Churned,Support / SLA Frustration
SUB-21757,CUST-11757,Scale,Monthly,3375.81,29,2024-09-21,,Active,
