customer_id,license_utilization_rate,feature_adoption_score,weekly_active_days,api_calls_monthly,last_active_days_ago
CUST-10695,0.597,80,4,26038,10
CUST-10696,0.366,87,3,23196,3
CUST-10697,0.867,62,2,9786,0
CUST-10698,0.699,94,4,35619,0
CUST-10699,0.222,43,7,56389,4
CUST-10700,0.632,47,3,54494,0
CUST-10701,0.728,58,7,3212,11
CUST-10702,0.564,46,5,1624,4
CUST-10703,0.905,29,6,10206,11
CUST-10704,0.713,63,7,6013,1
CUST-10705,0.472,74,4,92407,1
CUST-10706,0.744,50,6,19268,4
CUST-10707,0.6,50,5,28765,4
CUST-10708,0.638,72,4,20633,15
CUST-10709,0.678,77,4,10061,0
CUST-10710,0.822,79,6,62100,1
CUST-10711,1.0,57,4,4295,3
CUST-10712,0.824,83,2,1441,1
CUST-10713,0.618,58,2,4272,4
CUST-10714,0.735,73,5,12842,7
CUST-10715,0.797,52,5,49699,3
CUST-10716,0.824,100,4,13275,22
CUST-10717,0.374,78,5,5494,2
CUST-10718,0.668,20,4,11573,4
CUST-10719,0.61,68,7,39384,7
CUST-10720,0.775,34,4,15747,0
CUST-10721,0.79,10,3,38176,3
CUST-10722,0.567,62,4,11149,4
CUST-10723,0.57,90,4,15681,4
CUST-10724,0.164,62,5,8551,17
CUST-10725,0.578,79,6,32359,0
CUST-10726,0.847,70,4,3588,3
CUST-10727,0.565,52,5,35699,0
CUST-10728,0.598,53,5,6723,0
CUST-10729,0.784,76,6,4795,4
CUST-10730,0.651,59,2,42870,8
CUST-10731,0.81,48,4,111533,4
CUST-10732,0.729,67,4,14066,0
CUST-10733,0.944,89,3,36463,1
CUST-10734,0.387,81,3,28133,2
CUST-10735,0.79,43,5,25426,3
CUST-10736,0.684,100,3,10929,6
CUST-10737,0.603,54,5,27786,1
CUST-10738,0.737,37,6,78462,0
CUST-10739,0.422,83,4,5355,2
CUST-10740,0.772,50,6,20029,8
CUST-10741,0.974,59,4,71313,10
CUST-10742,0.619,72,5,33410,22
CUST-10743,0.971,68,2,35494,3
CUST-10744,0.358,82,3,6109,0
CUST-10745,0.506,75,6,6343,12
CUST-10746,0.415,66,2,12290,4
CUST-10747,0.632,95,2,69189,2
CUST-10748,0.988,52,0,42524,13
CUST-10749,0.937,43,5,16197,4
CUST-10750,0.345,58,0,6377,14
CUST-10751,0.406,74,5,13310,2
CUST-10752,0.868,98,2,24576,13
CUST-10753,0.757,63,3,18283,6
CUST-10754,0.786,74,3,4752,1
CUST-10755,0.711,74,3,25070,1
CUST-10756,0.583,61,1,44952,8
CUST-10757,0.912,75,2,2557,6
CUST-10758,0.488,78,7,16751,18
CUST-10759,1.0,63,3,54122,2
CUST-10760,1.0,51,1,25201,4
CUST-10761,0.583,94,6,7854,1
CUST-10762,0.409,54,5,6596,12
CUST-10763,1.0,46,4,6487,4
CUST-10764,0.903,59,5,3184,6
CUST-10765,0.698,61,5,4145,3
CUST-10766,0.725,75,6,1514,3
CUST-10767,0.954,63,3,43593,6
CUST-10768,0.973,59,3,14448,2
CUST-10769,0.608,67,5,49822,13
CUST-10770,0.808,52,3,52427,2
CUST-10771,0.641,41,2,6087,3
CUST-10772,0.282,38,4,1271,1
CUST-10773,0.839,81,7,76276,7
CUST-10774,0.645,63,7,5027,5
CUST-10775,0.757,76,5,27780,9
CUST-10776,0.672,64,4,27624,7
CUST-10777,0.724,83,7,17144,3
CUST-10778,0.698,54,3,154039,8
CUST-10779,0.322,61,5,7346,8
CUST-10780,0.748,95,2,18699,27
CUST-10781,0.665,85,2,30102,1
CUST-10782,0.326,84,5,44255,1
CUST-10783,0.863,44,3,2909,4
CUST-10784,0.748,45,4,59007,1
CUST-10785,1.0,42,4,52667,16
CUST-10786,0.344,51,5,29177,12
CUST-10787,0.605,66,2,28689,13
CUST-10788,0.364,48,0,4447,3
CUST-10789,0.4,51,6,9764,9
CUST-10790,0.875,92,5,29221,8
CUST-10791,0.766,43,4,40709,2
CUST-10792,0.572,52,6,15379,5
CUST-10793,0.757,57,6,27055,2
CUST-10794,0.434,80,1,23459,3
CUST-10795,0.71,46,3,5537,9
CUST-10796,0.854,53,3,5021,13
CUST-10797,0.694,43,5,30915,10
CUST-10798,0.842,29,3,13250,8
CUST-10799,0.65,21,2,11892,3
CUST-10800,0.913,36,5,15440,8
CUST-10801,0.46,58,5,28766,1
CUST-10802,0.594,56,4,63520,1
CUST-10803,0.46,21,6,10737,5
CUST-10804,0.258,84,5,23576,3
CUST-10805,0.837,52,4,35946,4
CUST-10806,0.728,76,4,1989,8
CUST-10807,0.437,21,4,86983,16
CUST-10808,0.389,75,4,30870,2
CUST-10809,0.727,77,2,16983,6
CUST-10810,0.406,52,2,29298,8
CUST-10811,0.999,79,6,60402,1
CUST-10812,0.521,64,5,24432,0
CUST-10813,0.05,66,3,5741,8
CUST-10814,0.431,91,6,50953,0
CUST-10815,0.568,66,5,83774,4
CUST-10816,0.805,61,5,13745,21
CUST-10817,0.488,60,2,26025,22
CUST-10818,0.515,36,1,43005,0
CUST-10819,0.644,74,7,7424,4
CUST-10820,0.654,93,3,67430,5
CUST-10821,0.946,100,1,15772,14
CUST-10822,0.491,65,7,36739,16
CUST-10823,0.994,27,3,17371,13
CUST-10824,0.696,36,3,1304,1
CUST-10825,0.401,34,2,8672,1
CUST-10826,0.515,88,3,40984,1
CUST-10827,1.0,77,3,62102,0
CUST-10828,0.628,57,5,21486,0
CUST-10829,0.672,74,7,21750,30
CUST-10830,0.794,49,1,30067,6
CUST-10831,0.631,30,5,19353,2
CUST-10832,0.788,33,6,77706,2
CUST-10833,1.0,97,2,23429,0
CUST-10834,0.458,51,4,8848,0
CUST-10835,0.708,57,3,7276,1
CUST-10836,0.26,63,1,42641,18
CUST-10837,0.865,56,4,7347,0
CUST-10838,0.978,40,1,36945,0
CUST-10839,0.726,82,2,5992,6
CUST-10840,0.716,43,4,83885,0
CUST-10841,0.695,45,2,8950,11
CUST-10842,0.923,57,6,19585,9
CUST-10843,0.491,75,2,37643,8
CUST-10844,0.629,25,2,5343,10
CUST-10845,0.455,59,3,18282,9
CUST-10846,0.744,55,4,5015,5
CUST-10847,0.485,82,3,26320,5
CUST-10848,0.7,94,5,79200,5
CUST-10849,0.385,79,4,18604,33
CUST-10850,0.729,43,4,5175,1
CUST-10851,0.38,54,2,4114,9
CUST-10852,0.608,39,4,4315,0
CUST-10853,0.952,91,5,58093,2
CUST-10854,0.553,62,3,16892,15
CUST-10855,0.9,100,5,4764,12
CUST-10856,0.778,72,2,4613,15
CUST-10857,0.503,66,4,5850,8
CUST-10858,0.716,69,4,2283,12
CUST-10859,0.704,39,0,3912,0
CUST-10860,0.493,57,2,4210,12
CUST-10861,0.688,89,5,45664,6
CUST-10862,0.497,58,5,30276,3
CUST-10863,0.596,69,7,14796,2
CUST-10864,0.79,69,1,18364,5
CUST-10865,0.649,80,3,16612,28
CUST-10866,0.946,89,5,13917,3
CUST-10867,0.716,69,5,11413,7
CUST-10868,0.368,86,3,2357,17
CUST-10869,0.353,58,3,26534,7
CUST-10870,0.538,95,4,14932,9
CUST-10871,0.933,79,3,19849,13
CUST-10872,0.911,98,5,15171,4
CUST-10873,0.679,53,5,9114,8
CUST-10874,0.736,64,5,7005,9
CUST-10875,1.0,66,6,12823,1
CUST-10876,0.856,93,5,53970,0
CUST-10877,0.567,78,5,119715,1
CUST-10878,0.777,66,4,18168,5
CUST-10879,0.5,78,4,8369,6
CUST-10880,0.316,67,7,38684,0
CUST-10881,0.966,51,5,34223,0
CUST-10882,0.811,86,1,4532,14
CUST-10883,0.422,66,2,7246,33
CUST-10884,0.456,73,3,9177,0
CUST-10885,1.0,73,2,35538,12
CUST-10886,0.623,73,5,16329,5
CUST-10887,1.0,42,4,20216,2
CUST-10888,0.725,75,4,29189,16
CUST-10889,0.756,41,4,19210,7
CUST-10890,0.73,99,3,42257,2
CUST-10891,0.896,83,3,52135,3
CUST-10892,0.292,59,5,10316,4
CUST-10893,0.632,50,5,7820,2
CUST-10894,0.934,78,2,15275,0
CUST-10895,0.73,71,3,78709,10
CUST-10896,0.863,85,4,25146,2
CUST-10897,0.791,66,3,65184,5
CUST-10898,0.813,46,5,4886,7
CUST-10899,0.687,88,4,1125,0
CUST-10900,0.962,37,2,22741,5
CUST-10901,0.647,50,4,65941,5
CUST-10902,0.895,45,4,10930,12
CUST-10903,0.258,43,5,42214,3
CUST-10904,0.504,100,5,26710,3
CUST-10905,0.983,43,4,24100,9
CUST-10906,0.427,90,5,10285,0
CUST-10907,0.608,37,5,46503,0
CUST-10908,0.351,59,5,39634,3
CUST-10909,1.0,83,4,1018,6
CUST-10910,0.477,48,5,12168,0
CUST-10911,0.584,64,5,62438,10
CUST-10912,0.589,84,5,14028,4
CUST-10913,0.332,50,5,3325,1
CUST-10914,0.698,32,2,24430,1
CUST-10915,0.126,56,4,81637,7
CUST-10916,0.925,63,5,10013,6
CUST-10917,0.155,46,3,2613,0
CUST-10918,0.938,50,3,59392,6
CUST-10919,0.488,100,7,31729,12
CUST-10920,0.432,100,4,3932,7
CUST-10921,0.636,21,5,24232,8
CUST-10922,0.698,68,4,29976,0
CUST-10923,0.731,99,5,71555,5
CUST-10924,0.845,86,3,35248,1
CUST-10925,0.594,82,2,39405,5
CUST-10926,0.648,74,5,44706,4
CUST-10927,0.409,56,5,1893,4
CUST-10928,0.679,57,3,3530,10
CUST-10929,0.644,69,4,42615,0
CUST-10930,0.817,45,4,45697,0
CUST-10931,0.266,79,4,1979,0
CUST-10932,0.821,69,3,3096,2
CUST-10933,0.454,65,3,20769,22
CUST-10934,0.798,76,4,23600,4
CUST-10935,0.674,48,4,17524,0
CUST-10936,0.552,65,4,47811,0
CUST-10937,0.592,32,6,14809,14
CUST-10938,0.503,69,5,34520,7
CUST-10939,0.869,33,4,8886,7
CUST-10940,0.968,100,6,34991,0
CUST-10941,0.846,41,3,19817,0
CUST-10942,0.614,73,5,1823,6
CUST-10943,0.544,71,5,31677,9
CUST-10944,0.791,39,2,5843,5
CUST-10945,0.519,74,4,14491,2
CUST-10946,0.93,81,3,19556,3
CUST-10947,0.472,68,7,3458,1
CUST-10948,0.658,73,5,17941,20
CUST-10949,1.0,68,2,21255,0
CUST-10950,1.0,59,6,26376,8
CUST-10951,0.682,80,6,35095,7
CUST-10952,1.0,100,5,9854,4
CUST-10953,0.603,84,2,92891,9
CUST-10954,0.947,100,2,11193,3
CUST-10955,0.689,65,5,22558,15
CUST-10956,0.334,70,2,31856,2
CUST-10957,0.386,78,5,10739,0
CUST-10958,0.399,95,7,13595,15
CUST-10959,0.822,35,3,54717,0
CUST-10960,0.598,60,3,24690,3
CUST-10961,0.711,40,5,59471,1
CUST-10962,0.812,71,2,2270,19
CUST-10963,0.627,71,4,30502,2
CUST-10964,0.151,62,3,9747,6
CUST-10965,0.74,100,4,5675,0
CUST-10966,0.784,39,4,37603,14
CUST-10967,0.914,66,2,26185,2
CUST-10968,0.894,88,3,790,2
CUST-10969,0.665,92,2,11130,9
CUST-10970,0.512,67,2,81131,5
CUST-10971,0.283,92,5,21494,5
CUST-10972,0.862,77,6,9678,3
CUST-10973,0.213,81,3,17427,4
CUST-10974,0.723,59,3,13806,3
CUST-10975,0.426,78,3,14458,5
CUST-10976,1.0,99,6,42365,3
CUST-10977,0.752,52,4,2879,3
CUST-10978,0.761,82,3,15596,3
CUST-10979,0.801,58,5,19869,14
CUST-10980,0.825,64,5,67836,16
CUST-10981,0.777,57,3,29850,4
CUST-10982,0.966,45,2,32195,17
CUST-10983,0.582,92,6,665,4
CUST-10984,0.814,89,5,83868,1
CUST-10985,0.605,55,2,2131,12
CUST-10986,0.743,80,5,12344,5
CUST-10987,0.953,76,5,2613,3
CUST-10988,1.0,56,0,31134,3
CUST-10989,0.704,77,4,3499,0
CUST-10990,0.657,63,7,15382,1
CUST-10991,0.849,67,2,21338,2
CUST-10992,0.523,92,4,19700,3
CUST-10993,0.596,73,3,29705,3
CUST-10994,0.466,60,5,2742,2
CUST-10995,1.0,65,5,10323,6
CUST-10996,0.725,39,5,29982,2
CUST-10997,0.793,74,4,16740,0
CUST-10998,0.616,53,6,12823,0
CUST-10999,0.592,96,6,42579,3
CUST-11000,0.724,51,3,19111,6
CUST-11001,1.0,56,4,7783,1
CUST-11002,0.543,66,4,73215,0
CUST-11003,0.667,63,5,6508,0
CUST-11004,0.661,98,3,28874,0
CUST-11005,0.831,78,6,5036,2
CUST-11006,0.528,87,7,26976,1
CUST-11007,0.884,49,3,65213,7
CUST-11008,0.714,55,6,11032,6
CUST-11009,0.584,72,2,9199,1
CUST-11010,1.0,94,5,44547,4
CUST-11011,0.707,82,4,24501,7
CUST-11012,0.753,58,3,47872,7
CUST-11013,0.626,39,1,5988,0
CUST-11014,0.491,59,6,3547,0
CUST-11015,0.638,73,5,1863,0
CUST-11016,0.475,97,3,86384,7
CUST-11017,1.0,65,3,21230,0
CUST-11018,1.0,76,4,24501,16
CUST-11019,0.553,66,5,17231,1
CUST-11020,0.437,68,3,69970,0
CUST-11021,0.556,41,6,9995,38
CUST-11022,0.551,55,6,101645,7
CUST-11023,0.825,27,6,23103,5
CUST-11024,0.847,45,4,8023,2
CUST-11025,0.381,55,4,802,0
CUST-11026,0.602,58,4,16368,6
CUST-11027,1.0,74,3,560,0
CUST-11028,0.869,58,3,14932,3
CUST-11029,1.0,82,3,21475,3
CUST-11030,0.861,66,3,14860,2
CUST-11031,0.798,67,4,2257,3
CUST-11032,0.903,34,4,11205,10
CUST-11033,0.586,76,5,17446,2
CUST-11034,0.317,75,3,986,6
CUST-11035,0.961,64,3,3390,14
CUST-11036,0.964,50,5,6123,3
CUST-11037,0.803,92,5,25234,0
CUST-11038,0.921,70,4,136706,0
CUST-11039,0.927,98,4,4300,21
CUST-11040,0.406,41,3,22044,3
CUST-11041,0.494,78,3,2106,10
CUST-11042,0.693,32,6,40239,27
CUST-11043,0.271,78,1,16184,41
CUST-11044,0.609,92,1,35687,11
CUST-11045,0.667,69,5,28268,3
CUST-11046,0.346,91,4,32913,10
CUST-11047,0.836,51,4,68111,16
CUST-11048,0.381,62,5,706,0
CUST-11049,0.834,75,1,5594,1
CUST-11050,0.412,51,4,8664,2
CUST-11051,1.0,56,5,16646,11
CUST-11052,0.382,43,4,76572,10
CUST-11053,0.919,100,2,3746,4
CUST-11054,0.502,48,3,16915,5
CUST-11055,0.506,87,3,18899,6
CUST-11056,0.884,56,6,4857,2
CUST-11057,0.774,63,3,13044,13
CUST-11058,0.277,80,6,22380,5
CUST-11059,0.333,55,2,67546,21
CUST-11060,0.932,40,3,39795,4
CUST-11061,0.411,75,6,25283,0
CUST-11062,0.43,66,3,3436,1
CUST-11063,0.665,100,7,23800,5
CUST-11064,1.0,67,4,3987,3
CUST-11065,0.752,73,1,3556,4
CUST-11066,0.682,71,3,24687,1
CUST-11067,0.339,56,5,637,4
CUST-11068,0.776,54,5,16389,5
CUST-11069,0.608,60,3,25443,1
CUST-11070,0.606,20,5,70596,3
CUST-11071,0.56,60,3,16723,4
CUST-11072,0.417,46,7,2704,7
CUST-11073,0.558,80,4,43239,4
CUST-11074,0.797,53,4,24635,17
CUST-11075,1.0,40,5,25775,12
CUST-11076,0.725,100,5,1958,7
CUST-11077,0.973,80,4,88842,3
CUST-11078,0.587,72,4,10879,3
CUST-11079,0.913,61,5,9234,9
CUST-11080,0.819,90,5,33041,0
CUST-11081,0.526,100,4,5815,3
CUST-11082,0.62,53,4,4305,2
CUST-11083,0.367,86,3,30571,0
CUST-11084,0.6,100,5,12479,4
CUST-11085,0.704,92,5,79230,3
CUST-11086,0.851,59,5,8475,14
CUST-11087,0.931,73,6,7574,6
CUST-11088,0.829,77,6,6324,3
CUST-11089,0.707,54,6,8632,16
CUST-11090,0.985,89,3,21233,1
CUST-11091,0.964,74,6,7473,13
CUST-11092,0.664,100,4,15107,2
CUST-11093,0.831,78,1,3926,15
CUST-11094,0.821,53,2,20903,8
CUST-11095,0.54,49,5,10530,12
CUST-11096,0.911,88,5,11595,3
CUST-11097,0.552,54,3,14135,0
CUST-11098,1.0,61,4,5169,0
CUST-11099,0.3,100,2,43398,36
CUST-11100,0.544,81,4,15482,16
CUST-11101,1.0,88,6,795,12
CUST-11102,0.555,87,4,1804,6
CUST-11103,0.677,59,6,12453,2
CUST-11104,0.848,66,6,18593,1
CUST-11105,0.779,78,4,994,1
CUST-11106,0.597,62,3,70766,11
CUST-11107,0.408,38,5,1021,0
CUST-11108,0.508,79,3,27268,3
CUST-11109,0.411,66,5,6051,4
CUST-11110,1.0,63,2,61977,2
CUST-11111,0.587,54,7,30588,1
CUST-11112,0.266,65,5,21933,8
CUST-11113,0.454,61,5,38319,2
CUST-11114,0.923,75,5,16863,9
CUST-11115,0.375,88,5,8989,7
CUST-11116,0.497,100,2,743,1
CUST-11117,0.459,68,4,43082,1
CUST-11118,0.898,67,4,8735,3
CUST-11119,0.695,74,5,11754,4
CUST-11120,0.574,86,2,16846,0
CUST-11121,0.853,54,2,25031,7
CUST-11122,0.842,86,5,35258,2
CUST-11123,0.908,93,5,5222,3
CUST-11124,0.75,100,2,1321,0
CUST-11125,0.924,58,3,957,1
CUST-11126,0.441,52,5,2612,7
CUST-11127,0.87,45,4,34132,0
CUST-11128,0.629,62,4,13745,10
CUST-11129,0.777,78,7,40075,6
CUST-11130,0.563,53,4,9957,8
CUST-11131,0.688,66,6,102219,13
CUST-11132,0.747,67,4,11050,2
CUST-11133,0.452,72,5,36050,6
CUST-11134,1.0,70,4,4953,0
CUST-11135,1.0,53,2,3977,1
CUST-11136,0.711,50,5,10611,6
CUST-11137,0.575,65,3,54842,5
CUST-11138,0.759,65,5,55326,8
CUST-11139,0.885,80,1,46674,1
CUST-11140,0.636,62,5,4603,7
CUST-11141,0.787,39,5,6948,1
CUST-11142,0.502,91,4,16503,17
CUST-11143,0.775,88,2,9601,2
CUST-11144,0.793,78,3,11562,8
CUST-11145,0.649,73,3,55628,1
CUST-11146,0.941,80,2,65166,0
CUST-11147,0.643,26,5,15953,4
CUST-11148,0.386,71,4,20016,1
CUST-11149,0.61,85,7,11239,6
CUST-11150,0.697,79,3,36381,6
CUST-11151,0.872,84,4,7143,2
CUST-11152,0.748,59,4,11533,6
CUST-11153,0.947,63,3,11901,4
CUST-11154,0.379,65,5,1186,6
CUST-11155,0.717,81,4,26415,5
CUST-11156,0.533,85,5,14927,0
CUST-11157,1.0,47,2,32706,15
CUST-11158,0.819,78,4,9254,1
CUST-11159,0.647,66,4,36314,9
CUST-11160,1.0,48,4,86017,1
CUST-11161,0.505,93,3,27872,5
CUST-11162,0.791,73,4,11215,0
CUST-11163,0.63,100,2,63336,5
CUST-11164,0.637,76,2,16305,11
CUST-11165,0.992,50,5,9994,2
CUST-11166,0.688,98,5,18134,1
CUST-11167,0.558,73,4,17039,7
CUST-11168,0.198,59,5,2365,1
CUST-11169,0.785,28,4,38763,0
CUST-11170,0.808,92,2,5549,1
CUST-11171,0.415,51,6,29577,4
CUST-11172,0.699,44,3,26608,1
CUST-11173,0.925,60,3,12824,8
CUST-11174,0.518,66,3,10573,9
CUST-11175,1.0,58,1,66709,8
CUST-11176,0.73,53,4,34463,4
CUST-11177,0.267,69,3,1110,2
CUST-11178,1.0,61,2,67786,6
CUST-11179,0.705,83,7,5854,1
CUST-11180,0.292,81,3,31877,3
CUST-11181,0.896,39,6,45675,0
CUST-11182,0.899,78,2,8886,4
CUST-11183,0.817,99,3,3852,15
CUST-11184,1.0,66,6,37687,14
CUST-11185,0.511,61,3,17304,3
CUST-11186,0.854,40,2,3288,5
CUST-11187,0.384,92,5,59087,8
CUST-11188,0.532,52,5,8272,11
CUST-11189,0.901,60,3,11134,4
CUST-11190,0.215,27,1,7691,6
CUST-11191,0.999,65,6,26708,4
CUST-11192,0.675,54,2,20032,13
CUST-11193,0.705,60,6,13376,18
CUST-11194,0.531,62,5,12571,1
CUST-11195,0.528,67,6,21462,1
CUST-11196,0.639,63,6,33445,1
CUST-11197,0.718,84,2,728,0
CUST-11198,0.438,76,4,10531,9
CUST-11199,0.596,76,6,9169,3
CUST-11200,0.611,71,6,13523,5
CUST-11201,0.585,71,4,3146,11
CUST-11202,0.996,38,5,12782,7
CUST-11203,0.646,76,3,2399,7
CUST-11204,0.615,28,5,10795,2
CUST-11205,0.462,46,5,48265,8
CUST-11206,0.474,72,3,3616,1
CUST-11207,0.91,76,3,27231,10
CUST-11208,0.395,34,2,1555,7
CUST-11209,1.0,47,7,9518,2
CUST-11210,0.894,86,5,35964,1
CUST-11211,0.849,72,3,3095,24
CUST-11212,0.721,89,5,33634,8
CUST-11213,0.225,60,4,9891,4
CUST-11214,0.612,60,4,6259,8
CUST-11215,0.584,86,5,24480,5
CUST-11216,1.0,44,5,3242,11
CUST-11217,0.542,100,5,22478,8
CUST-11218,0.12,52,3,5778,0
CUST-11219,0.614,75,5,6669,0
CUST-11220,0.122,63,3,50398,0
CUST-11221,1.0,79,4,794,2
CUST-11222,0.749,34,5,69670,11
CUST-11223,0.613,51,6,2959,6
CUST-11224,0.567,75,4,10372,2
CUST-11225,0.706,53,4,984,2
CUST-11226,0.675,100,5,21768,20
CUST-11227,0.961,76,4,7432,7
CUST-11228,0.859,71,1,12646,1
CUST-11229,0.719,64,2,56272,1
CUST-11230,0.866,58,4,8330,3
CUST-11231,0.679,65,5,29114,29
CUST-11232,0.495,63,4,109011,4
CUST-11233,0.943,67,3,32151,0
CUST-11234,0.45,62,5,24993,7
CUST-11235,0.727,92,1,20123,8
CUST-11236,0.79,85,4,58887,17
CUST-11237,0.465,96,3,13713,0
CUST-11238,0.615,68,4,2449,1
CUST-11239,0.996,77,3,9395,0
CUST-11240,0.615,57,2,4816,2
CUST-11241,0.764,77,5,32384,3
CUST-11242,1.0,77,3,6868,19
CUST-11243,0.759,43,3,14200,2
CUST-11244,0.429,80,3,1569,11
CUST-11245,0.761,82,6,1284,1
CUST-11246,0.622,74,5,34212,6
CUST-11247,0.98,34,3,28424,9
CUST-11248,0.672,58,5,3523,16
CUST-11249,0.264,83,4,42948,1
CUST-11250,0.615,68,4,9450,4
CUST-11251,0.864,40,2,46259,9
CUST-11252,1.0,47,6,118868,4
CUST-11253,0.274,72,4,4897,4
CUST-11254,0.89,72,5,68640,0
CUST-11255,0.639,61,5,2611,19
CUST-11256,1.0,40,2,28183,0
CUST-11257,0.759,67,5,5130,3
CUST-11258,0.526,64,2,56622,11
CUST-11259,0.692,69,3,7503,4
CUST-11260,0.49,45,5,13071,0
CUST-11261,1.0,54,4,29643,0
CUST-11262,0.846,43,4,3824,1
CUST-11263,0.305,63,4,1009,0
CUST-11264,0.591,62,4,3155,0
CUST-11265,0.759,70,3,28243,5
CUST-11266,0.417,71,3,107537,2
CUST-11267,0.904,77,4,21449,7
CUST-11268,0.905,63,4,7384,6
CUST-11269,0.879,70,5,77599,2
CUST-11270,0.681,23,2,65004,14
CUST-11271,0.914,63,4,2538,4
CUST-11272,0.597,74,5,32864,3
CUST-11273,1.0,50,5,6538,14
CUST-11274,0.699,55,5,55607,6
CUST-11275,0.515,95,6,5777,9
CUST-11276,0.527,45,2,77452,1
CUST-11277,0.7,53,6,21816,0
CUST-11278,0.642,39,6,1265,0
CUST-11279,0.853,84,5,7248,1
CUST-11280,0.799,98,5,42194,2
CUST-11281,0.915,59,4,50918,2
CUST-11282,0.899,38,6,7855,19
CUST-11283,1.0,60,4,47969,13
CUST-11284,0.973,69,4,11806,1
CUST-11285,1.0,76,1,5062,1
CUST-11286,0.912,81,1,11996,0
CUST-11287,0.548,46,5,36479,1
CUST-11288,0.699,48,6,5864,12
CUST-11289,1.0,46,6,7638,8
CUST-11290,0.549,77,2,9208,2
CUST-11291,0.562,53,5,513,0
CUST-11292,0.314,76,4,3339,8
CUST-11293,0.913,51,6,5719,10
CUST-11294,0.9,59,4,5448,6
CUST-11295,0.567,62,3,56026,8
CUST-11296,0.457,76,2,43328,2
CUST-11297,1.0,72,4,28567,1
CUST-11298,0.711,77,4,102926,10
CUST-11299,0.729,50,4,4182,2
CUST-11300,0.73,75,4,34151,14
CUST-11301,0.678,69,4,7464,34
CUST-11302,0.96,43,3,23978,2
CUST-11303,0.774,73,6,24759,10
CUST-11304,0.209,70,4,20639,2
CUST-11305,0.461,43,7,41436,4
CUST-11306,0.707,83,4,20913,2
CUST-11307,0.921,81,4,6816,0
CUST-11308,0.762,92,3,19106,5
CUST-11309,0.326,60,6,28714,10
CUST-11310,0.595,81,6,54739,9
CUST-11311,0.322,73,4,14950,11
CUST-11312,0.699,74,4,48584,10
CUST-11313,0.395,60,4,18325,3
CUST-11314,0.898,41,3,25321,1
CUST-11315,1.0,58,5,947,5
CUST-11316,0.785,58,1,2412,33
CUST-11317,0.496,47,1,9302,16
CUST-11318,0.778,78,5,29312,1
CUST-11319,0.79,72,7,100788,4
CUST-11320,0.679,68,4,201085,12
CUST-11321,0.604,71,5,49497,2
CUST-11322,0.857,50,2,5947,2
CUST-11323,0.799,100,2,5202,0
CUST-11324,0.365,52,4,611,13
CUST-11325,0.716,100,3,48099,5
CUST-11326,0.555,82,1,9547,9
CUST-11327,1.0,84,6,12157,1
CUST-11328,0.996,69,5,888,38
CUST-11329,0.715,85,5,10697,4
CUST-11330,0.841,82,2,27677,16
CUST-11331,0.442,28,3,56770,6
CUST-11332,0.571,65,3,2329,5
CUST-11333,0.991,44,2,16808,7
CUST-11334,0.612,63,3,30372,19
CUST-11335,0.676,42,5,5513,1
CUST-11336,0.545,46,4,2098,9
CUST-11337,0.897,53,1,11419,1
CUST-11338,0.429,56,3,23424,1
CUST-11339,0.697,100,6,41916,1
CUST-11340,0.821,67,4,8160,8
CUST-11341,0.85,82,7,30419,5
CUST-11342,0.132,79,4,8295,0
CUST-11343,0.926,45,3,8199,7
CUST-11344,0.753,67,4,10130,1
CUST-11345,0.826,65,2,10930,8
CUST-11346,0.873,50,5,25932,6
CUST-11347,0.346,56,3,7562,5
CUST-11348,0.708,51,4,29515,3
CUST-11349,0.558,83,2,34202,1
CUST-11350,0.913,40,5,15995,2
CUST-11351,0.758,65,4,11663,1
CUST-11352,0.563,57,3,32227,4
CUST-11353,0.671,85,6,59461,0
CUST-11354,0.594,47,5,59869,12
CUST-11355,0.696,82,3,12592,16
CUST-11356,0.599,60,5,43568,1
CUST-11357,0.87,74,5,26857,5
CUST-11358,0.598,97,4,34968,1
CUST-11359,0.459,82,2,8355,1
CUST-11360,0.51,30,0,61413,6
CUST-11361,0.616,40,2,17976,0
CUST-11362,0.922,82,3,19734,0
CUST-11363,0.779,66,6,4813,7
CUST-11364,0.533,61,1,75504,2
CUST-11365,0.649,80,4,13010,2
CUST-11366,0.567,81,5,19765,4
CUST-11367,0.645,92,5,70539,9
CUST-11368,0.801,75,1,5904,0
CUST-11369,0.469,63,4,72860,2
CUST-11370,0.237,78,4,72189,0
CUST-11371,0.659,86,2,51747,1
CUST-11372,0.512,27,2,16089,0
CUST-11373,0.686,54,2,3649,10
CUST-11374,0.84,53,1,26404,0
CUST-11375,0.127,63,3,13981,3
CUST-11376,0.781,63,3,18768,0
CUST-11377,0.361,73,4,12850,8
CUST-11378,0.983,72,4,9204,0
CUST-11379,0.905,43,5,46941,5
CUST-11380,0.745,90,3,17982,0
CUST-11381,0.917,82,7,35691,7
CUST-11382,0.58,71,4,43092,3
CUST-11383,1.0,41,6,34533,1
CUST-11384,0.51,80,2,8665,10
CUST-11385,0.928,79,6,64895,1
CUST-11386,0.497,47,2,30351,1
CUST-11387,0.433,79,1,5871,2
CUST-11388,0.89,59,2,5874,7
CUST-11389,0.737,62,3,13014,9
CUST-11390,0.541,66,4,28105,6
CUST-11391,0.851,60,4,24354,5
CUST-11392,0.507,79,5,673,11
