customer_id,total_tickets,avg_resolution_time_hrs,escalated_tickets_count,csat_score
CUST-10732,3,4.0,0,3.8
CUST-10733,5,15.7,0,4.9
CUST-10734,4,11.2,0,4.1
CUST-10735,8,70.3,1,2.1
CUST-10736,2,20.3,0,4.3
CUST-10737,5,4.1,0,4.6
CUST-10738,6,7.8,0,4.4
CUST-10739,2,9.1,0,4.4
CUST-10740,5,58.4,2,1.7
CUST-10741,2,7.7,0,4.1
CUST-10742,6,9.9,0,4.7
CUST-10743,3,9.1,0,4.4
CUST-10744,5,106.8,1,2.2
CUST-10745,7,10.4,0,4.2
CUST-10746,4,5.3,0,3.9
CUST-10747,8,6.7,0,4.9
CUST-10748,6,9.7,0,4.0
CUST-10749,4,18.3,0,4.0
CUST-10750,2,9.0,0,4.8
CUST-10751,4,22.8,0,4.2
CUST-10752,5,14.5,0,4.0
CUST-10753,4,22.6,0,4.1
CUST-10754,6,18.7,0,4.4
CUST-10755,5,3.2,0,4.9
CUST-10756,5,23.5,0,3.9
CUST-10757,4,13.1,0,4.9
CUST-10758,2,3.7,0,4.4
CUST-10759,2,12.6,0,4.3
CUST-10760,6,12.0,0,4.4
CUST-10761,3,3.0,0,4.8
CUST-10762,2,13.6,0,4.0
CUST-10763,3,2.4,0,4.5
CUST-10764,5,23.3,0,5.0
CUST-10765,4,68.8,2,2.0
CUST-10766,2,11.8,0,4.1
CUST-10767,4,14.7,0,4.5
CUST-10768,3,22.4,0,4.6
CUST-10769,5,17.3,0,4.5
CUST-10770,3,92.2,1,2.7
CUST-10771,3,8.2,0,4.9
CUST-10772,3,4.8,0,3.9
CUST-10773,2,6.4,0,4.9
CUST-10774,3,20.6,0,4.5
CUST-10775,2,114.0,1,2.8
CUST-10776,1,12.6,0,5.0
CUST-10777,2,8.8,0,4.8
CUST-10778,4,86.6,1,2.3
CUST-10779,3,73.9,1,1.3
CUST-10780,6,13.6,0,4.2
CUST-10781,2,5.5,0,4.2
CUST-10782,9,78.1,4,1.6
CUST-10783,8,3.1,0,4.1
CUST-10784,5,16.1,0,4.5
CUST-10785,4,2.5,0,4.9
CUST-10786,3,113.0,1,2.2
CUST-10787,4,22.5,0,4.1
CUST-10788,6,21.6,0,4.7
CUST-10789,5,14.9,0,4.4
CUST-10790,4,7.6,0,4.7
CUST-10791,3,3.4,0,4.7
CUST-10792,6,2.0,0,5.0
CUST-10793,5,21.9,0,4.6
CUST-10794,3,61.1,1,2.3
CUST-10795,5,22.3,0,4.4
CUST-10796,8,15.3,0,4.5
CUST-10797,3,11.2,0,4.2
CUST-10798,5,14.4,0,3.8
CUST-10799,6,18.1,0,4.2
CUST-10800,4,20.6,0,4.8
CUST-10801,3,12.6,0,4.0
CUST-10802,3,21.8,0,5.0
CUST-10803,2,9.7,0,4.1
CUST-10804,2,18.5,0,4.2
CUST-10805,2,16.2,0,4.1
CUST-10806,7,22.7,0,4.0
CUST-10807,2,11.8,0,4.7
CUST-10808,1,8.7,0,3.9
CUST-10809,10,15.5,0,4.3
CUST-10810,4,7.8,0,4.4
CUST-10811,2,16.8,0,4.0
CUST-10812,3,50.4,0,3.0
CUST-10813,7,2.6,0,4.0
CUST-10814,7,8.8,0,4.2
CUST-10815,2,15.9,0,4.5
CUST-10816,2,14.0,0,3.8
CUST-10817,10,12.7,0,4.4
CUST-10818,2,16.8,0,4.9
CUST-10819,5,105.9,2,3.0
CUST-10820,3,14.4,0,4.7
CUST-10821,3,13.9,0,4.5
CUST-10822,1,87.8,0,2.2
CUST-10823,5,5.2,0,4.4
CUST-10824,6,96.6,2,1.5
CUST-10825,4,17.3,0,4.8
CUST-10826,5,13.6,0,3.8
CUST-10827,5,5.1,0,4.5
CUST-10828,2,10.6,0,4.9
CUST-10829,5,18.3,0,4.5
CUST-10830,2,13.2,0,4.5
CUST-10831,8,7.8,0,4.5
CUST-10832,2,23.8,0,4.2
CUST-10833,8,69.2,2,2.6
CUST-10834,2,20.7,0,4.7
CUST-10835,3,22.0,0,4.0
CUST-10836,2,20.6,0,4.3
CUST-10837,5,21.9,0,4.5
CUST-10838,4,16.9,0,4.1
CUST-10839,2,6.5,0,5.0
CUST-10840,3,18.4,0,4.6
CUST-10841,3,23.7,0,4.7
CUST-10842,2,14.2,0,4.0
CUST-10843,5,8.2,0,4.8
CUST-10844,5,83.4,0,1.5
CUST-10845,2,4.8,0,4.1
CUST-10846,3,9.0,0,4.1
CUST-10847,1,4.1,0,3.9
CUST-10848,4,3.5,0,4.3
CUST-10849,2,16.7,0,4.1
CUST-10850,8,10.0,0,4.8
CUST-10851,2,16.0,0,4.9
CUST-10852,5,13.0,0,4.3
CUST-10853,4,12.1,0,4.2
CUST-10854,3,21.3,0,4.2
CUST-10855,4,22.1,0,4.7
CUST-10856,3,4.5,0,4.6
CUST-10857,4,18.2,0,4.1
CUST-10858,4,50.6,1,1.9
CUST-10859,4,75.2,3,2.9
CUST-10860,6,20.2,0,4.9
CUST-10861,1,5.1,0,4.7
CUST-10862,2,11.5,0,4.5
CUST-10863,7,13.5,0,4.0
CUST-10864,3,5.5,0,4.2
CUST-10865,4,67.8,2,2.1
CUST-10866,3,16.7,0,4.7
CUST-10867,6,17.0,0,4.7
CUST-10868,6,5.8,0,4.9
CUST-10869,3,8.4,0,4.9
CUST-10870,4,7.7,0,4.5
CUST-10871,4,58.6,0,2.4
CUST-10872,0,4.0,0,4.6
CUST-10873,3,10.0,0,4.7
CUST-10874,0,4.0,0,4.8
CUST-10875,6,3.8,0,4.3
CUST-10876,6,18.9,0,3.9
CUST-10877,3,101.8,1,2.6
CUST-10878,7,10.1,0,4.6
CUST-10879,5,15.9,0,4.8
CUST-10880,2,8.9,0,4.6
CUST-10881,2,76.4,1,2.1
CUST-10882,2,94.2,2,2.4
CUST-10883,9,23.1,0,4.3
CUST-10884,1,11.8,0,4.8
CUST-10885,3,48.3,1,3.2
CUST-10886,6,8.9,0,4.9
CUST-10887,5,95.4,3,3.0
CUST-10888,4,5.5,0,4.1
CUST-10889,4,23.9,0,4.8
CUST-10890,3,16.9,0,4.6
CUST-10891,2,118.7,1,3.1
CUST-10892,2,4.3,0,4.7
CUST-10893,6,4.6,0,5.0
CUST-10894,3,14.2,0,4.9
CUST-10895,5,100.5,2,2.2
CUST-10896,2,2.4,0,4.3
CUST-10897,6,20.5,0,3.9
CUST-10898,3,3.6,0,3.9
CUST-10899,3,5.1,0,4.5
CUST-10900,6,18.7,0,5.0
CUST-10901,5,9.4,0,4.4
CUST-10902,6,6.9,0,4.3
CUST-10903,5,52.9,3,2.5
CUST-10904,8,21.6,0,3.9
CUST-10905,2,14.4,0,4.7
CUST-10906,5,85.0,2,3.0
CUST-10907,6,21.7,0,4.6
CUST-10908,3,3.2,0,4.2
CUST-10909,1,18.0,0,4.8
CUST-10910,4,3.2,0,4.8
CUST-10911,4,14.1,0,4.3
CUST-10912,4,12.8,0,4.7
CUST-10913,5,20.0,0,4.7
CUST-10914,4,10.4,0,4.8
CUST-10915,5,12.2,0,4.1
CUST-10916,4,6.7,0,4.3
CUST-10917,5,69.2,1,3.1
CUST-10918,3,9.5,0,4.6
CUST-10919,4,19.3,0,4.3
CUST-10920,4,10.9,0,4.8
CUST-10921,1,7.3,0,3.9
CUST-10922,5,3.3,0,4.9
CUST-10923,2,9.0,0,4.8
CUST-10924,5,18.5,0,5.0
CUST-10925,3,6.2,0,4.1
CUST-10926,3,2.4,0,4.1
CUST-10927,6,5.4,0,3.9
CUST-10928,3,13.4,0,4.7
CUST-10929,2,22.1,0,4.5
CUST-10930,4,19.6,0,4.6
CUST-10931,6,14.2,0,4.4
CUST-10932,2,18.7,0,4.9
CUST-10933,7,10.8,0,4.8
CUST-10934,0,4.0,0,4.8
CUST-10935,4,13.7,0,4.9
CUST-10936,6,21.4,0,4.5
CUST-10937,3,17.0,0,4.3
CUST-10938,6,22.6,0,4.8
CUST-10939,4,104.3,1,2.8
CUST-10940,6,20.6,0,4.4
CUST-10941,6,3.6,0,3.9
CUST-10942,3,99.4,1,1.8
CUST-10943,1,83.4,1,2.8
CUST-10944,3,4.2,0,4.1
CUST-10945,3,21.7,0,4.3
CUST-10946,2,6.2,0,4.8
CUST-10947,4,23.2,0,4.1
CUST-10948,1,12.6,0,4.6
CUST-10949,4,4.4,0,4.6
CUST-10950,12,16.7,0,4.3
CUST-10951,9,2.2,0,4.5
CUST-10952,5,21.4,0,4.8
CUST-10953,3,6.8,0,4.3
CUST-10954,8,12.2,0,4.5
CUST-10955,6,109.3,1,1.3
CUST-10956,3,18.5,0,4.7
CUST-10957,2,84.0,0,1.6
CUST-10958,7,17.3,0,4.6
CUST-10959,0,4.0,0,4.9
CUST-10960,2,23.4,0,4.7
CUST-10961,4,6.3,0,3.9
CUST-10962,7,2.1,0,4.6
CUST-10963,4,17.7,0,3.9
CUST-10964,7,12.7,0,4.0
CUST-10965,3,18.0,0,4.6
CUST-10966,7,10.2,0,4.6
CUST-10967,3,94.6,2,1.7
CUST-10968,2,14.3,0,4.6
CUST-10969,4,3.6,0,3.8
CUST-10970,3,8.5,0,4.0
CUST-10971,3,12.3,0,4.0
CUST-10972,0,4.0,0,4.4
CUST-10973,4,10.5,0,4.0
CUST-10974,3,13.8,0,4.6
CUST-10975,5,13.6,0,4.2
CUST-10976,6,90.9,3,2.9
CUST-10977,2,104.9,0,2.1
CUST-10978,4,97.3,2,1.6
CUST-10979,4,16.0,0,4.8
CUST-10980,4,23.7,0,4.0
CUST-10981,3,5.7,0,4.9
CUST-10982,1,66.3,1,3.0
CUST-10983,2,101.9,1,1.9
CUST-10984,1,6.8,0,3.8
CUST-10985,5,4.4,0,3.8
CUST-10986,6,3.4,0,4.3
CUST-10987,5,12.2,0,4.7
CUST-10988,4,65.6,2,3.1
CUST-10989,4,9.8,0,4.5
CUST-10990,1,13.2,0,4.0
CUST-10991,7,16.6,0,4.7
CUST-10992,3,62.4,2,3.1
CUST-10993,7,3.7,0,4.0
CUST-10994,1,68.0,0,1.6
CUST-10995,7,18.5,0,3.9
CUST-10996,5,5.7,0,4.4
CUST-10997,3,3.1,0,3.8
CUST-10998,5,14.1,0,4.6
CUST-10999,3,11.9,0,4.6
CUST-11000,5,2.9,0,4.5
CUST-11001,6,86.7,0,2.9
CUST-11002,3,14.6,0,4.4
CUST-11003,4,68.7,2,3.0
CUST-11004,3,19.8,0,4.5
CUST-11005,4,14.8,0,4.3
CUST-11006,3,13.6,0,3.9
CUST-11007,8,74.7,6,2.6
CUST-11008,3,16.9,0,4.7
CUST-11009,2,16.4,0,4.7
CUST-11010,3,14.7,0,4.6
CUST-11011,4,21.2,0,4.5
CUST-11012,3,51.5,0,2.9
CUST-11013,6,6.3,0,4.5
CUST-11014,5,8.0,0,4.6
CUST-11015,3,9.5,0,4.9
CUST-11016,6,11.3,0,4.0
CUST-11017,3,20.1,0,4.5
CUST-11018,1,100.0,0,2.7
CUST-11019,5,70.9,2,3.1
CUST-11020,6,15.4,0,4.5
CUST-11021,3,21.7,0,4.4
CUST-11022,2,4.7,0,4.7
CUST-11023,3,8.8,0,4.5
CUST-11024,2,16.0,0,4.8
CUST-11025,3,79.6,2,1.9
CUST-11026,4,14.2,0,4.3
CUST-11027,5,53.1,0,2.9
CUST-11028,4,94.0,2,2.6
CUST-11029,7,20.4,0,4.1
CUST-11030,2,95.7,1,2.5
CUST-11031,4,16.1,0,4.1
CUST-11032,6,106.5,3,1.6
CUST-11033,3,74.7,2,3.1
CUST-11034,2,7.0,0,4.3
CUST-11035,3,11.0,0,4.3
CUST-11036,5,117.5,2,1.6
CUST-11037,3,14.4,0,4.3
CUST-11038,6,48.7,1,2.2
CUST-11039,4,4.3,0,3.9
CUST-11040,3,76.3,2,1.4
CUST-11041,3,54.6,1,2.5
CUST-11042,3,22.8,0,4.2
CUST-11043,4,54.1,2,3.1
CUST-11044,3,6.7,0,3.9
CUST-11045,2,57.1,0,2.3
CUST-11046,3,119.7,1,3.2
CUST-11047,5,18.8,0,3.9
CUST-11048,3,62.9,0,1.8
CUST-11049,3,11.8,0,4.2
CUST-11050,6,82.1,1,2.4
CUST-11051,10,64.3,3,1.8
CUST-11052,5,2.0,0,4.9
CUST-11053,2,6.1,0,4.8
CUST-11054,3,6.3,0,4.5
CUST-11055,7,4.4,0,4.0
CUST-11056,3,15.8,0,4.9
CUST-11057,9,16.0,0,4.4
CUST-11058,3,109.3,0,2.3
CUST-11059,3,5.3,0,3.9
CUST-11060,4,14.8,0,4.6
CUST-11061,8,76.1,5,1.3
CUST-11062,3,19.9,0,4.5
CUST-11063,6,20.8,0,4.5
CUST-11064,7,19.7,0,4.1
CUST-11065,4,3.9,0,4.9
CUST-11066,7,14.0,0,4.2
CUST-11067,3,80.6,1,1.9
CUST-11068,4,8.0,0,4.9
CUST-11069,1,5.2,0,4.6
CUST-11070,5,22.5,0,4.3
CUST-11071,6,3.7,0,4.1
CUST-11072,1,3.0,0,4.4
CUST-11073,6,65.2,2,2.0
CUST-11074,2,70.9,0,1.3
CUST-11075,4,2.5,0,3.8
CUST-11076,4,112.0,2,1.7
CUST-11077,3,12.9,0,4.7
CUST-11078,2,20.5,0,3.9
CUST-11079,7,13.8,0,3.9
CUST-11080,6,13.9,0,4.2
CUST-11081,5,9.7,0,4.1
CUST-11082,5,7.7,0,4.7
CUST-11083,6,22.1,0,4.9
CUST-11084,3,8.6,0,4.0
CUST-11085,5,56.4,4,2.0
CUST-11086,3,8.7,0,4.1
CUST-11087,4,15.2,0,4.0
CUST-11088,4,7.5,0,4.3
CUST-11089,1,14.9,0,4.2
CUST-11090,2,8.0,0,4.9
CUST-11091,4,87.6,1,2.7
CUST-11092,4,5.9,0,4.9
CUST-11093,4,117.4,1,2.9
CUST-11094,3,17.0,0,4.8
CUST-11095,6,12.2,0,4.2
CUST-11096,2,18.9,0,4.4
CUST-11097,4,95.5,2,2.1
CUST-11098,5,4.1,0,4.6
CUST-11099,4,11.7,0,4.9
CUST-11100,4,7.2,0,4.0
CUST-11101,1,60.0,1,2.5
CUST-11102,5,5.6,0,4.2
CUST-11103,6,113.6,3,2.4
CUST-11104,2,3.8,0,4.0
CUST-11105,6,81.4,0,2.4
CUST-11106,3,92.3,1,2.9
CUST-11107,7,11.4,0,3.8
CUST-11108,0,4.0,0,4.8
CUST-11109,6,6.8,0,4.6
CUST-11110,8,21.9,0,4.8
CUST-11111,6,19.3,0,4.4
CUST-11112,5,5.7,0,4.4
CUST-11113,8,21.2,0,4.5
CUST-11114,7,109.2,4,3.1
CUST-11115,2,23.5,0,4.0
CUST-11116,2,22.1,0,4.8
CUST-11117,4,18.6,0,4.4
CUST-11118,4,9.6,0,4.6
CUST-11119,7,9.4,0,4.1
CUST-11120,4,4.0,0,4.6
CUST-11121,9,9.0,0,4.1
CUST-11122,3,17.6,0,4.8
CUST-11123,2,23.7,0,4.3
CUST-11124,3,73.8,1,2.9
CUST-11125,7,8.6,0,4.6
CUST-11126,1,86.3,0,2.4
CUST-11127,5,75.5,3,2.5
CUST-11128,1,17.0,0,4.5
CUST-11129,2,10.5,0,4.0
CUST-11130,5,4.3,0,4.9
CUST-11131,5,14.4,0,4.3
CUST-11132,4,10.9,0,5.0
CUST-11133,2,20.1,0,4.6
CUST-11134,6,10.4,0,5.0
CUST-11135,3,14.7,0,4.7
CUST-11136,4,9.4,0,4.2
CUST-11137,5,16.5,0,4.2
CUST-11138,3,50.3,3,2.3
CUST-11139,3,15.8,0,4.7
CUST-11140,6,8.0,0,4.0
CUST-11141,2,10.0,0,4.7
CUST-11142,3,88.7,1,3.0
CUST-11143,0,4.0,0,4.5
CUST-11144,6,7.5,0,4.7
CUST-11145,3,12.3,0,3.9
CUST-11146,4,13.0,0,4.7
CUST-11147,3,59.5,3,3.1
CUST-11148,1,10.2,0,4.9
CUST-11149,5,15.7,0,4.3
CUST-11150,8,18.1,0,4.8
CUST-11151,4,67.8,2,2.4
CUST-11152,1,22.8,0,4.4
CUST-11153,4,72.0,0,2.1
CUST-11154,3,21.3,0,4.4
CUST-11155,4,104.5,1,1.8
CUST-11156,3,13.5,0,4.4
CUST-11157,2,11.5,0,3.9
CUST-11158,2,17.6,0,4.5
CUST-11159,2,9.5,0,4.7
CUST-11160,4,18.6,0,4.8
CUST-11161,3,20.9,0,4.8
CUST-11162,3,58.5,2,2.9
CUST-11163,5,77.2,3,1.8
CUST-11164,4,88.0,2,1.2
CUST-11165,5,12.8,0,4.0
CUST-11166,4,11.3,0,4.8
CUST-11167,4,17.9,0,4.0
CUST-11168,10,12.7,0,4.6
CUST-11169,5,13.6,0,4.0
CUST-11170,9,4.4,0,4.0
CUST-11171,4,7.3,0,4.7
CUST-11172,4,6.5,0,4.0
CUST-11173,5,66.2,2,1.8
CUST-11174,2,16.4,0,4.3
CUST-11175,7,11.9,0,4.2
CUST-11176,5,7.8,0,4.3
CUST-11177,3,4.9,0,4.9
CUST-11178,6,15.9,0,4.2
CUST-11179,1,92.6,0,2.2
CUST-11180,2,16.6,0,4.8
CUST-11181,4,3.7,0,4.7
CUST-11182,4,117.1,0,2.3
CUST-11183,8,4.8,0,4.7
CUST-11184,5,50.3,2,1.5
CUST-11185,2,89.7,1,1.3
CUST-11186,4,7.7,0,4.8
CUST-11187,5,13.9,0,4.7
CUST-11188,6,80.7,2,3.1
CUST-11189,3,21.3,0,4.7
CUST-11190,3,94.0,3,1.5
CUST-11191,4,19.7,0,4.9
CUST-11192,3,6.4,0,4.0
CUST-11193,3,8.5,0,4.6
CUST-11194,2,5.0,0,4.7
CUST-11195,7,12.0,0,3.8
CUST-11196,4,79.7,1,2.7
CUST-11197,2,15.8,0,4.1
CUST-11198,6,75.0,3,2.7
CUST-11199,2,93.6,1,2.9
CUST-11200,5,12.5,0,4.5
CUST-11201,2,6.2,0,4.0
CUST-11202,3,7.1,0,4.0
CUST-11203,3,12.4,0,4.0
CUST-11204,7,4.0,0,4.8
CUST-11205,3,9.3,0,4.0
CUST-11206,3,103.0,3,1.5
CUST-11207,3,53.1,0,2.3
CUST-11208,2,16.7,0,4.7
CUST-11209,3,21.7,0,4.5
CUST-11210,3,4.0,0,4.8
CUST-11211,7,9.6,0,4.7
CUST-11212,1,17.3,0,4.1
CUST-11213,3,99.9,2,2.9
CUST-11214,7,4.4,0,4.6
CUST-11215,3,103.1,1,3.0
CUST-11216,4,17.5,0,4.0
CUST-11217,6,15.4,0,3.9
CUST-11218,7,5.3,0,4.5
CUST-11219,2,9.9,0,4.4
CUST-11220,5,2.4,0,4.8
CUST-11221,4,9.8,0,4.3
CUST-11222,3,51.3,1,1.8
CUST-11223,3,6.3,0,4.7
CUST-11224,7,68.3,5,2.7
CUST-11225,4,16.1,0,4.9
CUST-11226,8,5.5,0,4.7
CUST-11227,4,2.3,0,4.9
CUST-11228,6,17.3,0,4.3
CUST-11229,5,11.4,0,4.8
CUST-11230,0,4.0,0,4.7
CUST-11231,6,20.3,0,4.7
CUST-11232,3,95.8,2,2.5
CUST-11233,6,100.1,3,1.5
CUST-11234,1,97.2,0,1.2
CUST-11235,5,15.1,0,4.3
CUST-11236,2,6.4,0,4.9
CUST-11237,6,13.9,0,5.0
CUST-11238,4,55.4,2,1.6
CUST-11239,0,4.0,0,4.4
CUST-11240,5,21.4,0,4.6
CUST-11241,2,19.5,0,4.9
CUST-11242,2,7.3,0,3.8
CUST-11243,1,5.2,0,4.9
CUST-11244,5,23.2,0,4.5
CUST-11245,2,14.3,0,4.7
CUST-11246,4,7.4,0,4.2
CUST-11247,4,16.2,0,4.5
CUST-11248,3,19.1,0,3.9
CUST-11249,9,16.2,0,4.8
CUST-11250,8,19.9,0,4.9
CUST-11251,4,117.5,2,1.4
CUST-11252,4,106.1,3,2.4
CUST-11253,3,9.7,0,4.4
CUST-11254,3,8.7,0,4.5
CUST-11255,6,19.5,0,4.1
CUST-11256,6,107.2,1,2.9
CUST-11257,6,17.6,0,4.6
CUST-11258,6,2.2,0,4.8
CUST-11259,2,2.6,0,4.4
CUST-11260,3,62.1,2,2.1
CUST-11261,3,11.6,0,4.4
CUST-11262,4,90.2,0,1.8
CUST-11263,2,8.6,0,4.8
CUST-11264,4,14.9,0,4.6
CUST-11265,4,17.8,0,3.8
CUST-11266,7,15.5,0,4.2
CUST-11267,5,10.7,0,3.9
CUST-11268,4,2.4,0,4.5
CUST-11269,3,9.9,0,4.6
CUST-11270,4,23.7,0,4.6
CUST-11271,4,23.1,0,3.8
CUST-11272,2,3.3,0,4.6
CUST-11273,2,5.9,0,4.2
CUST-11274,6,14.9,0,4.1
CUST-11275,10,2.8,0,5.0
CUST-11276,7,87.0,3,2.5
CUST-11277,1,50.0,0,3.1
CUST-11278,6,103.2,4,2.8
CUST-11279,1,15.0,0,4.2
CUST-11280,6,23.0,0,4.5
CUST-11281,6,8.9,0,3.9
CUST-11282,2,19.0,0,3.9
CUST-11283,6,54.3,2,2.3
CUST-11284,7,106.9,5,1.4
CUST-11285,3,16.2,0,4.3
CUST-11286,3,3.1,0,4.1
CUST-11287,7,6.9,0,4.5
CUST-11288,2,85.3,0,3.2
CUST-11289,0,4.0,0,4.6
CUST-11290,5,3.2,0,4.7
CUST-11291,3,8.2,0,4.8
CUST-11292,6,6.5,0,3.9
CUST-11293,3,15.4,0,4.5
CUST-11294,5,13.0,0,4.4
CUST-11295,2,13.4,0,4.3
CUST-11296,2,16.7,0,4.9
CUST-11297,6,67.5,2,2.4
CUST-11298,3,119.2,3,1.6
CUST-11299,5,3.3,0,4.3
CUST-11300,6,20.0,0,4.1
CUST-11301,4,18.0,0,3.9
CUST-11302,5,19.9,0,4.9
CUST-11303,5,5.7,0,3.9
CUST-11304,4,23.8,0,4.6
CUST-11305,7,14.0,0,5.0
CUST-11306,3,16.3,0,4.3
CUST-11307,5,80.2,1,2.6
CUST-11308,2,23.3,0,4.2
CUST-11309,3,17.3,0,3.8
CUST-11310,1,5.3,0,4.5
CUST-11311,2,3.2,0,3.9
CUST-11312,1,3.2,0,4.6
CUST-11313,4,5.4,0,4.5
CUST-11314,5,15.1,0,4.5
CUST-11315,5,2.0,0,4.2
CUST-11316,6,9.5,0,4.1
CUST-11317,4,17.6,0,4.8
CUST-11318,1,4.8,0,4.2
CUST-11319,4,5.4,0,4.6
CUST-11320,3,13.3,0,4.4
CUST-11321,2,5.8,0,3.9
CUST-11322,6,7.8,0,3.8
CUST-11323,4,6.3,0,4.7
CUST-11324,2,4.3,0,4.0
CUST-11325,7,7.3,0,3.8
CUST-11326,4,15.7,0,4.0
CUST-11327,3,66.2,1,2.6
CUST-11328,5,90.6,3,2.3
CUST-11329,6,18.5,0,4.8
CUST-11330,7,22.2,0,4.2
CUST-11331,0,4.0,0,4.3
CUST-11332,2,52.2,2,2.9
CUST-11333,4,91.8,0,2.5
CUST-11334,7,62.5,0,2.3
CUST-11335,7,21.2,0,4.9
CUST-11336,3,66.1,1,2.7
CUST-11337,4,6.9,0,4.4
CUST-11338,7,12.6,0,4.4
CUST-11339,7,13.3,0,4.1
CUST-11340,2,100.4,0,1.7
CUST-11341,2,12.7,0,4.6
CUST-11342,3,14.3,0,4.1
CUST-11343,4,102.8,1,2.8
CUST-11344,2,3.3,0,4.9
CUST-11345,3,51.1,0,1.4
CUST-11346,5,4.8,0,4.5
CUST-11347,8,22.6,0,3.9
CUST-11348,4,11.7,0,4.4
CUST-11349,7,112.3,2,2.9
CUST-11350,6,19.1,0,4.5
CUST-11351,3,20.2,0,4.0
CUST-11352,7,14.7,0,4.3
CUST-11353,6,58.0,1,1.7
CUST-11354,6,22.6,0,4.6
CUST-11355,3,21.8,0,4.0
CUST-11356,2,3.4,0,4.7
CUST-11357,3,10.5,0,3.9
CUST-11358,2,9.0,0,3.8
CUST-11359,7,12.8,0,4.5
CUST-11360,11,3.8,0,4.2
CUST-11361,1,5.3,0,3.9
CUST-11362,2,18.0,0,4.0
CUST-11363,2,15.5,0,4.4
CUST-11364,3,3.5,0,4.3
CUST-11365,5,12.6,0,4.6
CUST-11366,5,23.5,0,4.6
CUST-11367,6,8.8,0,4.8
CUST-11368,2,18.4,0,4.4
CUST-11369,3,20.2,0,4.7
CUST-11370,5,12.3,0,4.3
CUST-11371,2,16.8,0,5.0
CUST-11372,5,21.6,0,4.7
CUST-11373,3,104.0,2,1.9
CUST-11374,3,5.2,0,4.9
CUST-11375,3,12.5,0,4.8
CUST-11376,5,9.3,0,4.4
CUST-11377,6,21.2,0,4.6
CUST-11378,7,73.5,4,2.6
CUST-11379,3,23.4,0,4.0
CUST-11380,5,17.4,0,4.1
CUST-11381,1,8.3,0,4.3
CUST-11382,7,14.4,0,4.3
CUST-11383,2,23.1,0,4.5
CUST-11384,0,4.0,0,4.8
CUST-11385,3,13.7,0,3.9
CUST-11386,1,66.4,1,1.9
CUST-11387,4,13.8,0,4.0
CUST-11388,3,13.9,0,4.1
CUST-11389,2,113.2,1,1.2
CUST-11390,4,11.2,0,4.1
CUST-11391,4,23.3,0,4.4
CUST-11392,1,79.3,1,2.0
CUST-11393,2,48.6,2,3.2
CUST-11394,1,22.1,0,3.9
CUST-11395,5,76.4,1,2.2
CUST-11396,6,17.3,0,4.5
CUST-11397,5,11.6,0,4.4
CUST-11398,6,71.5,2,2.9
CUST-11399,5,6.6,0,4.8
CUST-11400,7,23.5,0,4.3
CUST-11401,3,12.4,0,4.2
CUST-11402,4,14.7,0,4.3
CUST-11403,4,89.4,3,2.0
CUST-11404,4,14.3,0,4.9
CUST-11405,4,4.5,0,4.6
CUST-11406,2,12.5,0,4.0
CUST-11407,6,94.3,2,2.7
CUST-11408,4,8.5,0,3.8
CUST-11409,5,10.6,0,4.4
CUST-11410,1,100.1,1,2.8
CUST-11411,2,71.0,0,1.9
CUST-11412,6,17.3,0,4.4
CUST-11413,2,9.8,0,4.2
CUST-11414,3,13.4,0,4.5
CUST-11415,3,23.5,0,4.0
CUST-11416,4,8.2,0,4.9
CUST-11417,3,116.4,0,1.7
CUST-11418,3,13.3,0,4.2
CUST-11419,5,10.9,0,4.4
CUST-11420,3,61.3,2,2.6
CUST-11421,5,12.2,0,4.0
CUST-11422,2,22.4,0,4.4
CUST-11423,5,16.5,0,4.4
CUST-11424,3,92.4,2,1.7
CUST-11425,4,23.5,0,4.9
CUST-11426,2,6.4,0,4.7
CUST-11427,1,92.3,0,1.6
CUST-11428,3,12.3,0,3.8
CUST-11429,2,64.2,1,3.1
CUST-11430,4,69.2,1,1.8
CUST-11431,4,6.6,0,4.8
CUST-11432,3,15.2,0,4.0
CUST-11433,6,67.5,2,2.0
CUST-11434,3,7.6,0,4.0
CUST-11435,5,21.8,0,4.2
CUST-11436,5,59.5,3,2.0
CUST-11437,7,2.2,0,3.9
CUST-11438,4,87.1,1,2.9
CUST-11439,7,10.8,0,4.6
CUST-11440,4,4.3,0,4.2
CUST-11441,8,4.5,0,4.9
CUST-11442,4,7.4,0,4.6
CUST-11443,5,7.6,0,4.8
CUST-11444,5,21.5,0,4.5
CUST-11445,3,14.1,0,3.9
CUST-11446,5,14.3,0,4.0
CUST-11447,3,10.2,0,3.9
CUST-11448,2,110.7,0,1.7
CUST-11449,1,5.5,0,4.7
CUST-11450,10,9.0,0,4.2
CUST-11451,1,8.8,0,3.9
CUST-11452,5,14.2,0,4.5
CUST-11453,6,11.7,0,3.8
CUST-11454,4,9.6,0,3.8
CUST-11455,3,23.1,0,4.4
CUST-11456,1,111.3,0,2.6
CUST-11457,3,22.1,0,4.7
CUST-11458,1,3.9,0,4.0
CUST-11459,5,93.4,1,3.0
CUST-11460,4,22.3,0,4.2
CUST-11461,3,21.9,0,4.7
CUST-11462,4,15.6,0,4.0
CUST-11463,4,18.0,0,4.4
CUST-11464,4,9.2,0,4.4
CUST-11465,7,74.4,2,2.4
